policy_id,period,region,line_of_business,claims_paid,net_earned_premium,loss_ratio,client_name,risk_category,cause_of_loss,claim_status,settlement_date,gwp_usd,nep_usd,claims_paid_usd,combined_ratio,exposure,premium_rate,continent
CLM-401437,2024-08-09,Africa,Agriculture,24292.68,38372.19,0.6331,Baobab Insurance,Political,Fire,Closed,2024-09-22,,38372.19,24292.68,0.6331,,1.0,Africa
CLM-412735,2024-08-10,Asia Pacific,Cyber,8412.68,23131.62,0.3637,Andes Mutual (S. America),Operational,Cyber Breach,Closed,2024-09-02,,23131.62,8412.68,0.3637,,1.0,Asia
CLM-401604,2024-08-10,Kenya,Credit & Surety,82764.38,128649.92,0.6433,Nile Star Assurance (Africa),Market,Machinery Breakdown,Closed,2024-10-03,,128649.92,82764.38,0.6433,,1.0,Africa
CLM-410988,2024-08-11,North America,Health,32455.02,46602.53,0.6964,Acentria Group,Operational,Fire,Reopened,2024-08-19,,46602.53,32455.02,0.6964,,1.0,North America
CLM-406312,2024-08-11,Africa,Health,56802.64,97062.13,0.5852,Baobab Insurance,Weather,Fire,Closed,2024-09-26,,97062.13,56802.64,0.5852,,1.0,Africa
CLM-401028,2024-08-12,Europe,Aviation,14017.97,16645.71,0.8421,Metro Insurers,Weather,Drought,Closed,2025-02-23,,16645.71,14017.97,0.8421,,1.0,Europe
CLM-409340,2024-08-12,Middle East & Africa,Liability,33465.98,39964.82,0.8374,Pacifica Cover (Oceania),Cyber,Liability Claim,Closed,2025-04-13,,39964.82,33465.98,0.8374,,1.0,Asia
CLM-412570,2024-08-12,Asia Pacific,Liability,3996.28,4392.13,0.9099,AgriProtect,Credit,Marine Peril,Closed,2025-01-17,,4392.13,3996.28,0.9099,,1.0,Asia
CLM-400828,2024-08-13,Asia Pacific,Agriculture,11315.67,12284.37,0.9211,AgriProtect,Market,Marine Peril,Closed,2024-08-26,,12284.37,11315.67,0.9211,,1.0,Asia
CLM-405129,2024-08-14,Nordics,Marine,14315.29,18014.58,0.7947,Nile Star Assurance (Africa),Political,Flood,Closed,2024-12-25,,18014.58,14315.29,0.7947,,1.0,Europe
CLM-400558,2024-08-14,Asia Pacific,Life,17418.4,26097.21,0.6674,Zenith Cover,Nat Cat,Fire,Open,,,26097.21,17418.4,0.6674,,1.0,Asia
CLM-412765,2024-08-14,Australia & Pacific,Health,15824.68,34050.96,0.4647,Nile Star Assurance (Africa),Cyber,Theft,Closed,2024-08-29,,34050.96,15824.68,0.4647,,1.0,Oceania
CLM-412161,2024-08-16,Africa,Aviation,1438.86,3734.77,0.3853,AgriProtect,Market,Collision,Closed,2025-01-12,,3734.77,1438.86,0.3853,,1.0,Africa
CLM-412663,2024-08-18,Latin America,Property,19785.05,26927.68,0.7347,Nile Star Assurance (Africa),Political,Drought,Closed,2024-11-18,,26927.68,19785.05,0.7347,,1.0,South America
CLM-404088,2024-08-18,Caribbean,Credit & Surety,329146.5,828780.75,0.3971,Pinnacle Assurance,Market,Windstorm,Closed,2025-02-08,,828780.75,329146.5,0.3971,,1.0,North America
CLM-408922,2024-08-19,Nordics,Health,33681.06,43160.97,0.7804,Baobab Insurance,Market,Machinery Breakdown,Closed,2024-10-15,,43160.97,33681.06,0.7804,,1.0,Europe
CLM-408865,2024-08-20,Kenya,Energy,17359.02,43224.68,0.4016,Atlas Underwriters (Europe),Credit,Windstorm,Closed,2024-12-20,,43224.68,17359.02,0.4016,,1.0,Africa
CLM-405591,2024-08-20,Asia Pacific,Cyber,86257.34,116026.8,0.7434,Zenith Cover,Operational,Cyber Breach,Closed,2024-09-18,,116026.8,86257.34,0.7434,,1.0,Asia
CLM-401667,2024-08-20,Asia Pacific,Cyber,82212.06,104789.97,0.7845,Coastal Mutual,Operational,Fire,Closed,2024-09-08,,104789.97,82212.06,0.7845,,1.0,Asia
CLM-406333,2024-08-21,Asia Pacific,Motor,21308.83,26393.33,0.8074,Pacifica Cover (Oceania),Nat Cat,Marine Peril,Closed,2024-09-23,,26393.33,21308.83,0.8074,,1.0,Asia
CLM-406045,2024-08-21,Nordics,Aviation,2448.51,5172.92,0.4733,Meridian Insurance (N. America),Cyber,Theft,Under Review,,,5172.92,2448.51,0.4733,,1.0,Europe
CLM-410264,2024-08-22,Caribbean,Energy,66171.06,102526.49,0.6454,Andes Mutual (S. America),Operational,Earthquake,Closed,2024-09-13,,102526.49,66171.06,0.6454,,1.0,North America
CLM-406287,2024-08-24,Europe,Agriculture,28332.67,45046.98,0.629,Acentria Group,Market,Collision,Closed,2024-10-24,,45046.98,28332.67,0.629,,1.0,Europe
CLM-412753,2024-08-24,Middle East & Africa,Cyber,86105.63,163077.13,0.528,Metro Insurers,Nat Cat,Fire,Open,,,163077.13,86105.63,0.528,,1.0,Asia
CLM-410690,2024-08-24,Nordics,Cyber,57605.82,133492.09,0.4315,Pinnacle Assurance,Market,Drought,Closed,2024-10-27,,133492.09,57605.82,0.4315,,1.0,Europe
CLM-402413,2024-08-25,Europe,Liability,16232.33,20807.31,0.7801,Orient Shield Insurance (Asia),Cyber,Theft,Closed,2025-03-04,,20807.31,16232.33,0.7801,,1.0,Europe
CLM-401413,2024-08-25,Nordics,Marine,15793.37,22000.34,0.7179,Coastal Mutual,Cyber,Marine Peril,Closed,2025-03-06,,22000.34,15793.37,0.7179,,1.0,Europe
CLM-404560,2024-08-27,Nordics,Marine,7638.02,10018.84,0.7624,Horizon Underwriters,Cyber,Drought,Closed,2024-11-04,,10018.84,7638.02,0.7624,,1.0,Europe
CLM-408355,2024-08-27,Australia & Pacific,Life,27844.46,32677.69,0.8521,Baobab Insurance,Credit,Cyber Breach,Closed,2024-10-20,,32677.69,27844.46,0.8521,,1.0,Oceania
CLM-402250,2024-08-29,Middle East & Africa,Property,22106.85,41921.61,0.5273,Atlas Underwriters (Europe),Nat Cat,Fire,Closed,2024-10-05,,41921.61,22106.85,0.5273,,1.0,Asia
CLM-402681,2024-08-29,Kenya,Agriculture,79137.06,148006.16,0.5347,Acentria Group,Weather,Theft,Closed,2024-11-24,,148006.16,79137.06,0.5347,,1.0,Africa
CLM-410884,2024-08-29,Australia & Pacific,Liability,126775.92,244407.76,0.5187,AgriProtect,Political,Collision,Closed,2025-03-15,,244407.76,126775.92,0.5187,,1.0,Oceania
CLM-400476,2024-09-01,Asia Pacific,Motor,117411.2,300418.47,0.3908,Pacifica Cover (Oceania),Market,Fire,Closed,2024-10-31,,300418.47,117411.2,0.3908,,1.0,Asia
CLM-408572,2024-09-01,Kenya,Property,53702.47,127781.28,0.4203,Baobab Insurance,Weather,Earthquake,Reopened,2024-12-28,,127781.28,53702.47,0.4203,,1.0,Africa
CLM-404430,2024-09-02,Australia & Pacific,Life,17925.32,38354.71,0.4674,Meridian Insurance (N. America),Credit,Hail,Closed,2024-09-07,,38354.71,17925.32,0.4674,,1.0,Oceania
CLM-400951,2024-09-03,Europe,Agriculture,6560.74,11186.15,0.5865,Pinnacle Assurance,Operational,Marine Peril,Closed,2024-09-27,,11186.15,6560.74,0.5865,,1.0,Europe
CLM-409983,2024-09-04,Latin America,Liability,11442.61,15353.35,0.7453,Zenith Cover,Nat Cat,Drought,Closed,2024-11-21,,15353.35,11442.61,0.7453,,1.0,South America
CLM-401862,2024-09-04,Europe,Credit & Surety,33706.25,43807.48,0.7694,Andes Mutual (S. America),Cyber,Cyber Breach,Under Review,,,43807.48,33706.25,0.7694,,1.0,Europe
CLM-406831,2024-09-05,Nordics,Aviation,57049.5,61528.54,0.9272,Metro Insurers,Credit,Earthquake,Closed,2025-03-12,,61528.54,57049.5,0.9272,,1.0,Europe
CLM-408887,2024-09-05,North America,Aviation,30322.91,37882.19,0.8005,Horizon Underwriters,Credit,Drought,Closed,2024-12-28,,37882.19,30322.91,0.8005,,1.0,North America
CLM-407295,2024-09-05,Europe,Liability,17578.8,27303.19,0.6438,Acentria Group,Nat Cat,Marine Peril,Closed,2024-11-26,,27303.19,17578.8,0.6438,,1.0,Europe
CLM-406062,2024-09-06,North America,Marine,6188.57,15629.31,0.396,Baobab Insurance,Nat Cat,Drought,Closed,2024-10-10,,15629.31,6188.57,0.396,,1.0,North America
CLM-408108,2024-09-07,North America,Credit & Surety,30517.24,41220.66,0.7403,Pinnacle Assurance,Political,Theft,Closed,2025-03-01,,41220.66,30517.24,0.7403,,1.0,North America
CLM-403200,2024-09-07,Africa,Life,12985.5,24811.65,0.5234,Coastal Mutual,Credit,Drought,Closed,2024-10-22,,24811.65,12985.5,0.5234,,1.0,Africa
CLM-400269,2024-09-09,Australia & Pacific,Property,15514.52,29074.17,0.5336,Zenith Cover,Market,Collision,Under Review,,,29074.17,15514.52,0.5336,,1.0,Oceania
CLM-400424,2024-09-09,Middle East & Africa,Motor,196223.85,214169.28,0.9162,Atlas Underwriters (Europe),Political,Marine Peril,Closed,2024-09-29,,214169.28,196223.85,0.9162,,1.0,Asia
CLM-401904,2024-09-09,Australia & Pacific,Aviation,10771.11,11339.93,0.9498,Acentria Group,Credit,Earthquake,Closed,2025-01-03,,11339.93,10771.11,0.9498,,1.0,Oceania
CLM-407894,2024-09-10,Nordics,Agriculture,12492.7,26298.3,0.475,Acentria Group,Nat Cat,Fire,Reopened,2024-10-14,,26298.3,12492.7,0.475,,1.0,Europe
CLM-410289,2024-09-10,Latin America,Aviation,28736.86,34820.25,0.8253,Atlas Underwriters (Europe),Political,Cyber Breach,Closed,2025-07-12,,34820.25,28736.86,0.8253,,1.0,South America
CLM-400147,2024-09-10,Africa,Marine,37615.24,50754.73,0.7411,Nile Star Assurance (Africa),Operational,Marine Peril,Closed,2024-10-22,,50754.73,37615.24,0.7411,,1.0,Africa
CLM-409061,2024-09-12,Europe,Energy,16596.7,29059.39,0.5711,Andes Mutual (S. America),Operational,Flood,Closed,2024-12-22,,29059.39,16596.7,0.5711,,1.0,Europe
CLM-406825,2024-09-12,Latin America,Property,49484.93,63641.36,0.7776,Pinnacle Assurance,Political,Theft,Reopened,2024-12-12,,63641.36,49484.93,0.7776,,1.0,South America
CLM-408692,2024-09-12,Caribbean,Motor,3912.97,7545.65,0.5186,AgriProtect,Political,Windstorm,Closed,2024-11-02,,7545.65,3912.97,0.5186,,1.0,North America
CLM-406598,2024-09-14,Australia & Pacific,Motor,2283.86,2679.29,0.8524,Atlas Underwriters (Europe),Weather,Cyber Breach,Closed,2024-10-05,,2679.29,2283.86,0.8524,,1.0,Oceania
CLM-402421,2024-09-15,Europe,Engineering,9066.7,17689.47,0.5125,Andes Mutual (S. America),Political,Cyber Breach,Closed,2024-09-22,,17689.47,9066.7,0.5125,,1.0,Europe
CLM-403479,2024-09-15,Australia & Pacific,Energy,15598.2,28417.77,0.5489,Meridian Insurance (N. America),Cyber,Drought,Reopened,2025-03-08,,28417.77,15598.2,0.5489,,1.0,Oceania
CLM-402376,2024-09-15,North America,Liability,8130.0,21449.32,0.379,Horizon Underwriters,Nat Cat,Flood,Closed,2025-01-25,,21449.32,8130.0,0.379,,1.0,North America
CLM-405248,2024-09-15,Nordics,Motor,31876.63,80635.22,0.3953,Andes Mutual (S. America),Credit,Drought,Closed,2024-11-19,,80635.22,31876.63,0.3953,,1.0,Europe
CLM-409218,2024-09-18,Asia Pacific,Liability,8612.62,20567.13,0.4188,Zenith Cover,Market,Liability Claim,Closed,2025-08-07,,20567.13,8612.62,0.4188,,1.0,Asia
CLM-408645,2024-09-19,Kenya,Aviation,185730.63,487409.01,0.3811,AgriProtect,Credit,Windstorm,Closed,2024-12-04,,487409.01,185730.63,0.3811,,1.0,Africa
CLM-402465,2024-09-19,Australia & Pacific,Agriculture,16532.42,36966.62,0.4472,Coastal Mutual,Weather,Fire,Closed,2024-10-31,,36966.62,16532.42,0.4472,,1.0,Oceania
CLM-407107,2024-09-19,Middle East & Africa,Life,47401.05,112592.09,0.421,Meridian Insurance (N. America),Political,Liability Claim,Closed,2024-12-19,,112592.09,47401.05,0.421,,1.0,Asia
CLM-402981,2024-09-20,Latin America,Aviation,45517.75,79952.32,0.5693,AgriProtect,Political,Collision,Closed,2025-03-13,,79952.32,45517.75,0.5693,,1.0,South America
CLM-401961,2024-09-20,Middle East & Africa,Health,18432.41,47038.13,0.3919,Horizon Underwriters,Cyber,Fire,Closed,2024-10-14,,47038.13,18432.41,0.3919,,1.0,Asia
CLM-401714,2024-09-20,Europe,Life,14886.54,29863.78,0.4985,AgriProtect,Cyber,Flood,Closed,2024-09-29,,29863.78,14886.54,0.4985,,1.0,Europe
CLM-408359,2024-09-21,Kenya,Marine,3681.59,4059.54,0.9069,Horizon Underwriters,Cyber,Windstorm,Closed,2025-03-08,,4059.54,3681.59,0.9069,,1.0,Africa
CLM-401404,2024-09-22,Europe,Property,123879.21,171046.1,0.7242,Pacifica Cover (Oceania),Credit,Flood,Closed,2024-11-15,,171046.1,123879.21,0.7242,,1.0,Europe
CLM-406514,2024-09-22,Kenya,Credit & Surety,167405.44,230654.83,0.7258,Atlas Underwriters (Europe),Weather,Hail,Closed,2025-01-26,,230654.83,167405.44,0.7258,,1.0,Africa
CLM-411914,2024-09-22,Africa,Aviation,3363.68,3679.76,0.9141,Orient Shield Insurance (Asia),Operational,Machinery Breakdown,Closed,2025-03-16,,3679.76,3363.68,0.9141,,1.0,Africa
CLM-404608,2024-09-24,Europe,Aviation,8599.09,15117.18,0.5688,Pinnacle Assurance,Weather,Drought,Closed,2025-01-21,,15117.18,8599.09,0.5688,,1.0,Europe
CLM-402814,2024-09-24,North America,Credit & Surety,42777.88,57164.48,0.7483,Nile Star Assurance (Africa),Weather,Machinery Breakdown,Closed,2025-03-27,,57164.48,42777.88,0.7483,,1.0,North America
CLM-404211,2024-09-26,North America,Aviation,21830.89,35740.4,0.6108,Metro Insurers,Credit,Collision,Closed,2025-03-06,,35740.4,21830.89,0.6108,,1.0,North America
CLM-405199,2024-09-27,Nordics,Health,61367.61,80354.01,0.7637,Zenith Cover,Operational,Marine Peril,Closed,2025-02-02,,80354.01,61367.61,0.7637,,1.0,Europe
CLM-400512,2024-09-28,Middle East & Africa,Motor,29418.85,34821.64,0.8448,Nile Star Assurance (Africa),Cyber,Theft,Reopened,2024-12-06,,34821.64,29418.85,0.8448,,1.0,Asia
CLM-411640,2024-09-29,Nordics,Credit & Surety,86344.9,109683.55,0.7872,Coastal Mutual,Credit,Liability Claim,Closed,2025-02-01,,109683.55,86344.9,0.7872,,1.0,Europe
CLM-410577,2024-09-29,North America,Energy,94057.17,190620.66,0.4934,Coastal Mutual,Weather,Fire,Closed,2025-01-05,,190620.66,94057.17,0.4934,,1.0,North America
CLM-410169,2024-09-29,Kenya,Marine,7997.98,15508.6,0.5157,Coastal Mutual,Nat Cat,Machinery Breakdown,Closed,2025-01-13,,15508.6,7997.98,0.5157,,1.0,Africa
CLM-407385,2024-09-30,Europe,Motor,5893.77,7420.38,0.7943,AgriProtect,Market,Collision,Closed,2024-10-22,,7420.38,5893.77,0.7943,,1.0,Europe
CLM-411390,2024-10-03,Asia Pacific,Cyber,39587.09,72845.89,0.5434,Orient Shield Insurance (Asia),Weather,Flood,Under Review,,,72845.89,39587.09,0.5434,,1.0,Asia
CLM-407108,2024-10-03,North America,Life,4436.17,6828.55,0.6497,Zenith Cover,Credit,Earthquake,Closed,2025-01-08,,6828.55,4436.17,0.6497,,1.0,North America
CLM-405859,2024-10-05,North America,Life,30092.62,32543.2,0.9247,Pinnacle Assurance,Credit,Flood,Closed,2024-12-23,,32543.2,30092.62,0.9247,,1.0,North America
CLM-401179,2024-10-05,Africa,Cyber,11908.26,14579.93,0.8168,Pacifica Cover (Oceania),Credit,Cyber Breach,Closed,2024-11-20,,14579.93,11908.26,0.8168,,1.0,Africa
CLM-406896,2024-10-06,Africa,Aviation,42829.38,110810.6,0.3865,Atlas Underwriters (Europe),Operational,Flood,Closed,2025-06-30,,110810.6,42829.38,0.3865,,1.0,Africa
CLM-402100,2024-10-06,Kenya,Agriculture,8448.49,20382.66,0.4145,Metro Insurers,Credit,Windstorm,Open,,,20382.66,8448.49,0.4145,,1.0,Africa
CLM-408433,2024-10-08,Latin America,Motor,22366.05,38534.42,0.5804,Orient Shield Insurance (Asia),Market,Windstorm,Closed,2024-10-28,,38534.42,22366.05,0.5804,,1.0,South America
CLM-407402,2024-10-08,Kenya,Cyber,13357.12,15600.1,0.8562,Atlas Underwriters (Europe),Political,Windstorm,Closed,2024-12-07,,15600.1,13357.12,0.8562,,1.0,Africa
CLM-403235,2024-10-08,Caribbean,Life,80751.11,115079.52,0.7017,AgriProtect,Operational,Machinery Breakdown,Closed,2024-10-25,,115079.52,80751.11,0.7017,,1.0,North America
CLM-408249,2024-10-08,Caribbean,Marine,3194.26,4836.89,0.6604,Baobab Insurance,Market,Liability Claim,Closed,2026-09-12,,4836.89,3194.26,0.6604,,1.0,North America
CLM-400661,2024-10-09,North America,Cyber,12175.31,28539.42,0.4266,Horizon Underwriters,Market,Drought,Under Review,,,28539.42,12175.31,0.4266,,1.0,North America
CLM-409172,2024-10-09,Kenya,Energy,8136.85,8979.94,0.9061,Orient Shield Insurance (Asia),Cyber,Hail,Closed,2024-11-17,,8979.94,8136.85,0.9061,,1.0,Africa
CLM-405603,2024-10-11,Caribbean,Energy,66762.23,180381.49,0.3701,Atlas Underwriters (Europe),Credit,Fire,Closed,2024-11-22,,180381.49,66762.23,0.3701,,1.0,North America
CLM-403192,2024-10-12,Nordics,Credit & Surety,83053.61,97166.47,0.8548,Meridian Insurance (N. America),Market,Liability Claim,Under Review,,,97166.47,83053.61,0.8548,,1.0,Europe
CLM-408200,2024-10-14,Latin America,Liability,462386.8,662950.66,0.6975,Horizon Underwriters,Operational,Marine Peril,Closed,2025-07-01,,662950.66,462386.8,0.6975,,1.0,South America
CLM-405649,2024-10-14,Asia Pacific,Motor,17702.53,33993.55,0.5208,Meridian Insurance (N. America),Operational,Flood,Closed,2024-11-11,,33993.55,17702.53,0.5208,,1.0,Asia
CLM-406437,2024-10-15,Middle East & Africa,Marine,5011.9,8513.5,0.5887,Nile Star Assurance (Africa),Weather,Hail,Closed,2025-09-24,,8513.5,5011.9,0.5887,,1.0,Asia
CLM-406342,2024-10-16,Australia & Pacific,Marine,8110.88,21929.87,0.3699,Nile Star Assurance (Africa),Weather,Windstorm,Reopened,2025-08-04,,21929.87,8110.88,0.3699,,1.0,Oceania
CLM-406476,2024-10-20,Europe,Aviation,43822.36,51753.39,0.8468,Nile Star Assurance (Africa),Market,Machinery Breakdown,Closed,2025-03-09,,51753.39,43822.36,0.8468,,1.0,Europe
CLM-409555,2024-10-21,North America,Life,32874.87,55391.97,0.5935,Zenith Cover,Weather,Flood,Under Review,,,55391.97,32874.87,0.5935,,1.0,North America
CLM-405328,2024-10-21,Nordics,Energy,40266.19,78885.35,0.5104,Coastal Mutual,Credit,Machinery Breakdown,Closed,2024-11-01,,78885.35,40266.19,0.5104,,1.0,Europe
CLM-410007,2024-10-22,Latin America,Motor,28649.87,45508.67,0.6295,Nile Star Assurance (Africa),Political,Liability Claim,Closed,2024-11-22,,45508.67,28649.87,0.6295,,1.0,South America
CLM-406191,2024-10-23,Latin America,Credit & Surety,93824.62,123246.4,0.7613,Acentria Group,Credit,Earthquake,Closed,2025-02-12,,123246.4,93824.62,0.7613,,1.0,South America
CLM-402816,2024-10-23,Latin America,Liability,100453.7,244883.27,0.4102,Coastal Mutual,Weather,Fire,Closed,2025-08-09,,244883.27,100453.7,0.4102,,1.0,South America
CLM-400990,2024-10-23,Africa,Agriculture,16237.09,22159.19,0.7327,Metro Insurers,Market,Hail,Closed,2024-12-29,,22159.19,16237.09,0.7327,,1.0,Africa
CLM-405573,2024-10-26,Middle East & Africa,Health,60625.82,143284.67,0.4231,Nile Star Assurance (Africa),Operational,Earthquake,Open,,,143284.67,60625.82,0.4231,,1.0,Asia
CLM-402823,2024-10-26,Nordics,Marine,85782.5,197545.07,0.4342,Orient Shield Insurance (Asia),Nat Cat,Collision,Closed,2025-08-06,,197545.07,85782.5,0.4342,,1.0,Europe
CLM-405661,2024-10-26,Latin America,Motor,8444.43,10012.3,0.8434,Atlas Underwriters (Europe),Cyber,Drought,Closed,2025-03-06,,10012.3,8444.43,0.8434,,1.0,South America
CLM-410925,2024-10-26,Australia & Pacific,Liability,113855.88,282577.7,0.4029,Horizon Underwriters,Operational,Cyber Breach,Closed,2025-04-28,,282577.7,113855.88,0.4029,,1.0,Oceania
CLM-403130,2024-10-27,Australia & Pacific,Property,17409.76,46129.48,0.3774,AgriProtect,Market,Drought,Closed,2025-03-14,,46129.48,17409.76,0.3774,,1.0,Oceania
CLM-410642,2024-10-27,Asia Pacific,Marine,67605.13,179985.31,0.3756,Pacifica Cover (Oceania),Credit,Fire,Closed,2025-08-06,,179985.31,67605.13,0.3756,,1.0,Asia
CLM-410200,2024-10-27,Europe,Motor,12477.76,13420.98,0.9297,Pacifica Cover (Oceania),Political,Marine Peril,Closed,2024-11-29,,13420.98,12477.76,0.9297,,1.0,Europe
CLM-400411,2024-10-27,Middle East & Africa,Energy,354008.21,640900.68,0.5524,Orient Shield Insurance (Asia),Nat Cat,Collision,Closed,2025-01-25,,640900.68,354008.21,0.5524,,1.0,Asia
CLM-405005,2024-10-28,Africa,Engineering,137383.17,360324.12,0.3813,Orient Shield Insurance (Asia),Cyber,Windstorm,Closed,2024-12-15,,360324.12,137383.17,0.3813,,1.0,Africa
CLM-409854,2024-10-29,Africa,Engineering,33854.29,46422.04,0.7293,Zenith Cover,Nat Cat,Collision,Closed,2024-11-10,,46422.04,33854.29,0.7293,,1.0,Africa
CLM-411177,2024-10-30,Middle East & Africa,Liability,23329.5,43397.09,0.5376,Zenith Cover,Cyber,Marine Peril,Closed,2025-08-30,,43397.09,23329.5,0.5376,,1.0,Asia
CLM-409783,2024-10-31,Caribbean,Life,218255.24,579246.58,0.3768,Acentria Group,Nat Cat,Liability Claim,Closed,2024-12-02,,579246.58,218255.24,0.3768,,1.0,North America
CLM-407578,2024-10-31,North America,Health,12263.13,14512.55,0.845,Atlas Underwriters (Europe),Operational,Windstorm,Closed,2025-01-04,,14512.55,12263.13,0.845,,1.0,North America
CLM-411622,2024-10-31,Australia & Pacific,Agriculture,170991.51,242842.57,0.7041,Nile Star Assurance (Africa),Cyber,Liability Claim,Closed,2024-12-20,,242842.57,170991.51,0.7041,,1.0,Oceania
CLM-403798,2024-10-31,Africa,Cyber,41383.9,53143.69,0.7787,Nile Star Assurance (Africa),Operational,Flood,Open,,,53143.69,41383.9,0.7787,,1.0,Africa
CLM-411608,2024-10-31,Asia Pacific,Health,79802.16,88855.19,0.8981,Pinnacle Assurance,Cyber,Cyber Breach,Closed,2024-11-24,,88855.19,79802.16,0.8981,,1.0,Asia
CLM-405388,2024-11-01,Middle East & Africa,Motor,97833.33,117911.1,0.8297,Meridian Insurance (N. America),Credit,Theft,Closed,2024-12-12,,117911.1,97833.33,0.8297,,1.0,Asia
CLM-411311,2024-11-01,Asia Pacific,Liability,59533.72,91259.92,0.6524,AgriProtect,Nat Cat,Hail,Closed,2025-06-27,,91259.92,59533.72,0.6524,,1.0,Asia
CLM-403992,2024-11-01,Australia & Pacific,Aviation,26766.67,29316.22,0.913,Pacifica Cover (Oceania),Nat Cat,Hail,Open,,,29316.22,26766.67,0.913,,1.0,Oceania
CLM-402803,2024-11-02,Europe,Health,11763.6,14416.59,0.816,Metro Insurers,Nat Cat,Drought,Closed,2024-11-20,,14416.59,11763.6,0.816,,1.0,Europe
CLM-404829,2024-11-02,Europe,Energy,120226.11,159370.13,0.7544,Pacifica Cover (Oceania),Weather,Collision,Under Review,,,159370.13,120226.11,0.7544,,1.0,Europe
CLM-401001,2024-11-02,Middle East & Africa,Motor,24015.27,29339.31,0.8185,AgriProtect,Cyber,Drought,Closed,2024-12-17,,29339.31,24015.27,0.8185,,1.0,Asia
CLM-410218,2024-11-03,Kenya,Aviation,39614.48,55320.05,0.7161,Coastal Mutual,Operational,Collision,Closed,2025-08-06,,55320.05,39614.48,0.7161,,1.0,Africa
CLM-402623,2024-11-04,Latin America,Liability,23776.94,28406.57,0.837,Andes Mutual (S. America),Weather,Drought,Closed,2025-08-02,,28406.57,23776.94,0.837,,1.0,South America
CLM-411016,2024-11-04,Kenya,Health,29392.22,46683.46,0.6296,Metro Insurers,Cyber,Fire,Closed,2024-11-12,,46683.46,29392.22,0.6296,,1.0,Africa
CLM-408994,2024-11-04,Latin America,Energy,34401.75,56688.2,0.6069,Pacifica Cover (Oceania),Credit,Flood,Closed,2025-01-22,,56688.2,34401.75,0.6069,,1.0,South America
CLM-401859,2024-11-07,Asia Pacific,Motor,275810.66,295967.61,0.9319,Nile Star Assurance (Africa),Market,Collision,Closed,2025-04-30,,295967.61,275810.66,0.9319,,1.0,Asia
CLM-411072,2024-11-08,Europe,Cyber,78072.81,210938.22,0.3701,Orient Shield Insurance (Asia),Nat Cat,Collision,Closed,2025-02-03,,210938.22,78072.81,0.3701,,1.0,Europe
CLM-402209,2024-11-08,Kenya,Aviation,35935.03,50693.24,0.7089,Atlas Underwriters (Europe),Market,Collision,Closed,2025-03-25,,50693.24,35935.03,0.7089,,1.0,Africa
CLM-412491,2024-11-08,North America,Health,8723.92,9247.82,0.9433,AgriProtect,Credit,Windstorm,Closed,2024-12-22,,9247.82,8723.92,0.9433,,1.0,North America
CLM-401453,2024-11-08,Europe,Cyber,3663.92,5947.7,0.616,Andes Mutual (S. America),Weather,Liability Claim,Closed,2025-01-08,,5947.7,3663.92,0.616,,1.0,Europe
CLM-407671,2024-11-10,Europe,Engineering,25786.94,50949.4,0.5061,Atlas Underwriters (Europe),Credit,Flood,Closed,2025-02-05,,50949.4,25786.94,0.5061,,1.0,Europe
CLM-401492,2024-11-12,Kenya,Health,20851.09,52872.06,0.3944,Coastal Mutual,Political,Fire,Closed,2024-11-22,,52872.06,20851.09,0.3944,,1.0,Africa
CLM-412263,2024-11-13,Asia Pacific,Life,18703.08,25403.19,0.7362,Orient Shield Insurance (Asia),Credit,Flood,Closed,2025-03-10,,25403.19,18703.08,0.7362,,1.0,Asia
CLM-409558,2024-11-13,Nordics,Credit & Surety,68029.53,72273.57,0.9413,Metro Insurers,Weather,Flood,Open,,,72273.57,68029.53,0.9413,,1.0,Europe
CLM-412622,2024-11-13,Latin America,Aviation,7854.11,9529.68,0.8242,Horizon Underwriters,Operational,Cyber Breach,Closed,2025-08-07,,9529.68,7854.11,0.8242,,1.0,South America
CLM-410970,2024-11-13,Latin America,Life,25814.46,50072.15,0.5155,AgriProtect,Credit,Windstorm,Closed,2024-11-27,,50072.15,25814.46,0.5155,,1.0,South America
CLM-402762,2024-11-15,North America,Cyber,15441.38,22962.64,0.6725,Orient Shield Insurance (Asia),Market,Earthquake,Closed,2024-11-25,,22962.64,15441.38,0.6725,,1.0,North America
CLM-410597,2024-11-16,Asia Pacific,Property,239371.41,350889.83,0.6822,Horizon Underwriters,Weather,Windstorm,Under Review,,,350889.83,239371.41,0.6822,,1.0,Asia
CLM-403950,2024-11-16,Africa,Aviation,5675.93,12059.24,0.4707,Baobab Insurance,Cyber,Windstorm,Closed,2025-10-10,,12059.24,5675.93,0.4707,,1.0,Africa
CLM-412160,2024-11-17,Europe,Agriculture,41104.81,45849.56,0.8965,Atlas Underwriters (Europe),Credit,Earthquake,Closed,2025-01-15,,45849.56,41104.81,0.8965,,1.0,Europe
CLM-404342,2024-11-19,Africa,Agriculture,16788.63,18860.44,0.8902,Coastal Mutual,Political,Hail,Closed,2024-12-04,,18860.44,16788.63,0.8902,,1.0,Africa
CLM-403965,2024-11-20,Kenya,Energy,16932.95,19704.93,0.8593,Meridian Insurance (N. America),Cyber,Earthquake,Closed,2025-01-10,,19704.93,16932.95,0.8593,,1.0,Africa
