policy_id,period,region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
POL-2025-017235-AADD,2025-07-03,Europe,Germany,Workers Compensation,190814.5,111498.33,0.0,,,Pacific Underwriters of Germany,Medium,3216244.64,0.059328,44842.25,6314.3,892905.86,Facultative,EUR,Megan Young,,,,0.0,Lockton,190814.5,111498.33,0.0,Europe
POL-2006-017236-7969,2006-08-13,Africa & Middle East,Turkey,Aviation,69289.4,46108.78,0.0,,,Continental Insurance  Turkey,Low,1779313.42,0.038942,22047.83,5223.04,7320.2,Quota Share,ZAR,Allison Hill,,,,0.0,Hub International,69289.4,46108.78,0.0,Other
POL-2015-017237-9651,2015-08-31,Asia Pacific,Japan,Engineering,324737.88,204067.79,0.0,,,Summit Holdings  Japan,Low,19529744.19,0.016628,45620.48,3909.44,674485.67,Facultative,USD,Anthony Humphrey,,,,0.0,Marsh,324737.88,204067.79,0.0,Asia
POL-2013-017238-FFA5,2013-07-05,Europe,Greece,Workers Compensation,84537.94,49860.03,0.0,,,Pratt LLC,Catastrophic,1691792.85,0.049969,25281.26,2289.31,2602714.06,Surplus,EUR,James Brown,,,,0.0,Lockton,84537.94,49860.03,0.0,Europe
POL-2007-017239-C91A,2007-06-24,Asia Pacific,China,Marine,998927.7,733644.53,206667.66,0.2817,0.595,"White, Smith and Cowan",Medium,30347946.26,0.032916,86972.85,11586.6,2844975.59,Aggregate XL,JPY,John Pierce,Open,Business Interruption,,206024.38,Gallagher,998927.7,733644.53,206667.66,Asia
POL-2009-017240-A4D7,2009-06-28,Asia Pacific,Malaysia,Agriculture,132499.89,73923.67,0.0,,,Continental Re  Malaysia,High,5339451.08,0.024815,26209.55,2192.64,2610189.46,Quota Share,EUR,William Baker,,,,0.0,Marsh,132499.89,73923.67,0.0,Asia
POL-2012-017241-142C,2012-08-17,Asia Pacific,South Korea,Terrorism,287212.79,224927.53,257969.38,1.1469,1.331,Atlantic Ltd of South Korea,Low,54594387.19,0.005261,48398.81,10547.75,254446.03,Aggregate XL,CAD,Jeffrey Chavez,Pending,Medical Expense,,204018.38,Independent Agents,287212.79,224927.53,257969.38,Asia
POL-2005-017242-671D,2005-02-07,Asia Pacific,Vietnam,Agriculture,63617.2,34508.46,10055.77,0.2914,0.5714,Aguilar-Martin,Catastrophic,1282247.75,0.049614,26054.03,4086.97,6365.23,Quota Share,AUD,Shannon Jones,Settled,Cyber Attack,2007-03-03,0.0,Hub International,63617.2,34508.46,10055.77,Asia
POL-2018-017243-165A,2018-05-20,Asia Pacific,Singapore,Terrorism,1195376.12,943686.17,978225.08,1.0366,1.384,Global Insurance of Singapore,Specialty,44941982.68,0.026598,182453.77,18879.56,385610.21,Stop Loss,BRL,James Brown,In Litigation,Mortality,,485180.84,Independent Agents,1195376.12,943686.17,978225.08,Asia
POL-2021-017244-7FC1,2021-10-30,Europe,Sweden,Casualty,557222.54,433510.75,0.0,,,Pacific Holdings  Sweden,Low,7548691.1,0.073817,37743.45,3857.94,57098.63,Stop Loss,SGD,Brittney Phillips,,,,0.0,Howden,557222.54,433510.75,0.0,Europe
POL-2012-017245-4692,2012-08-06,Europe,France,Engineering,136975.79,106626.77,0.0,,,"Mccarthy, Hanson and Garrett",Low,5842322.75,0.023445,14247.73,2635.18,34791.47,Stop Loss,USD,Whitney Peters,,,,0.0,Gallagher,136975.79,106626.77,0.0,Europe
POL-2007-017246-5EE8,2007-02-20,Africa & Middle East,Egypt,Credit,51800.7,39458.98,0.0,,,Continental Mutual of Egypt,Specialty,1139156.12,0.045473,3519.06,194.71,4614.35,Surplus,CHF,Jordan Henderson,,,,0.0,Howden,51800.7,39458.98,0.0,Other
POL-2025-017247-47F2,2025-07-05,North America,United States,Energy,282108.12,122734.6,31051.85,0.253,0.594,National PLC  United States,Medium,9809395.27,0.028759,130779.07,31001.06,4343030.01,Surplus,USD,Connor West,Settled,Machinery Breakdown,2025-12-31,0.0,Willis Towers Watson,282108.12,122734.6,31051.85,North America
POL-2024-017248-F1FF,2024-09-04,Asia Pacific,Indonesia,Agriculture,24454.54,18830.54,0.0,,,Continental Underwriters  Indonesia,Specialty,2725826.39,0.008971,2966.6,234.54,21494.64,Surplus,GBP,Lisa Jackson,,,,0.0,Howden,24454.54,18830.54,0.0,Asia
POL-2013-017249-F0FF,2013-11-07,Europe,France,Cyber,1778936.66,1638712.34,1649200.1,1.0064,1.3279,Global PLC  France,Specialty,22265895.68,0.079895,30404.17,5256.52,152049.72,Quota Share,EUR,Connor West,Settled,Liability Claim,2014-05-23,0.0,Independent Agents,1778936.66,1638712.34,1649200.1,Europe
POL-2017-017250-6FE6,2017-09-23,Asia Pacific,Hong Kong,Energy,26872.78,8975.24,0.0,,,Continental Mutual  Hong Kong,Medium,424216.46,0.063347,12510.53,2121.92,2415339.78,Aggregate XL,BRL,Shane Henderson,,,,0.0,Independent Agents,26872.78,8975.24,0.0,Asia
POL-2012-017251-D8A0,2012-03-11,Asia Pacific,South Korea,Motor,96657.65,30820.48,0.0,,,"Armstrong, Bennett and Deleon",Medium,3062726.8,0.031559,59911.86,9742.9,20496.67,Quota Share,ZAR,Steve Sanchez,,,,0.0,Hub International,96657.65,30820.48,0.0,Asia
POL-2016-017252-0C9E,2016-09-13,Europe,Denmark,Surety,696314.49,295703.73,225089.68,0.7612,0.9593,Continental Mutual of Denmark,Low,27986957.63,0.02488,267471.09,21964.74,58383.19,Excess of Loss,CAD,Danny Morgan,Pending,Earthquake,,130028.09,Hub International,696314.49,295703.73,225089.68,Europe
POL-2025-017253-A597,2025-04-30,Asia Pacific,India,Catastrophe,363496.12,222586.53,130057.31,0.5843,0.9333,Royal Underwriters of India,Low,321395906.16,0.001131,59408.07,12942.35,1683425.65,Aggregate XL,BRL,Steve Sanchez,Pending,Natural Catastrophe,,118318.3,Local Broker Partners,363496.12,222586.53,130057.31,Asia
POL-2013-017254-1D1D,2013-11-13,Europe,Norway,Catastrophe,260656.34,63709.86,67800.03,1.0642,1.3478,Summit PLC  Norway,Catastrophic,4873376.99,0.053486,165987.27,29964.89,14615.19,Facultative,GBP,Lisa Jackson,Pending,Flood,,63228.17,Brown & Brown,260656.34,63709.86,67800.03,Europe
POL-2023-017255-C1B0,2023-12-18,Europe,Austria,Political Risk,401581.54,253734.9,0.0,,,Greer-May,Catastrophic,5753912.92,0.069793,39543.67,3586.71,42840.53,Quota Share,USD,Eric Carney,,,,0.0,Willis Towers Watson,401581.54,253734.9,0.0,Europe
POL-2005-017256-434C,2005-01-10,Europe,France,Engineering,67204.45,48232.86,21589.03,0.4476,0.6655,United Assurance  France,Specialty,1065900.98,0.063049,11766.33,2496.76,2915.49,Aggregate XL,USD,Amy Silva,Settled,Flood,2006-11-04,0.0,Amwins,67204.45,48232.86,21589.03,Europe
POL-2018-017257-E9D9,2018-12-31,Asia Pacific,Hong Kong,Marine,137544.14,56914.51,0.0,,,Premier Re  Hong Kong,Medium,18170422.97,0.00757,69224.63,11768.92,3256677.55,Stop Loss,SGD,Stephanie Ross,,,,0.0,Brown & Brown,137544.14,56914.51,0.0,Asia
POL-2017-017258-FC90,2017-09-19,Europe,Ireland,Energy,3777178.89,3028522.69,2468851.7,0.8152,1.1098,Premier Group of Ireland,High,176896480.85,0.021352,10020.32,1719.68,241346.56,Surplus,EUR,Lisa Barnes,In Litigation,Cyber Attack,,1109732.03,Independent Agents,3777178.89,3028522.69,2468851.7,Europe
POL-2007-017259-C3DA,2007-02-06,Asia Pacific,New Zealand,Credit,382085.77,252541.48,231226.98,0.9156,1.2412,National Assurance of New Zealand,Low,5569036.19,0.068609,48027.28,10559.4,47986.22,Quota Share,AUD,Fred Smith,Pending,Earthquake,,272853.29,Brown & Brown,382085.77,252541.48,231226.98,Asia
POL-2008-017260-D392,2008-07-05,Asia Pacific,New Zealand,Life,40301.99,11257.73,0.0,,,Global Mutual of New Zealand,High,6080160.44,0.006628,25759.37,1991.18,1728870.19,Aggregate XL,CNY,Stephanie Ross,,,,0.0,Brown & Brown,40301.99,11257.73,0.0,Asia
POL-2019-017261-882C,2019-04-10,North America,Mexico,Directors & Officers,1096734.78,773122.3,0.0,,,Premier Insurance of Mexico,Specialty,16353831.62,0.067063,64958.5,9652.49,1811291.38,Stop Loss,CNY,Lisa Barnes,,,,0.0,Hub International,1096734.78,773122.3,0.0,North America
POL-2011-017262-FF69,2011-06-27,Latin America,Peru,Aviation,383944.95,237875.26,0.0,,,Global PLC of Peru,Catastrophic,7501903.34,0.05118,89293.35,21550.26,59948.3,Excess of Loss,CNY,Angela Lopez,,,,0.0,Gallagher,383944.95,237875.26,0.0,South America
POL-2016-017263-B60F,2016-04-22,Asia Pacific,South Korea,Cyber,607881.36,330014.71,0.0,,,Pacific Mutual  South Korea,Low,8913029.57,0.068201,70297.29,7305.06,28740.18,Stop Loss,BRL,William Baker,,,,0.0,Hub International,607881.36,330014.71,0.0,Asia
POL-2025-017264-9101,2025-07-29,North America,United States,Property,1612045.79,655590.43,0.0,,,Apex Mutual of United States,Low,23477674.76,0.068663,621811.53,145181.48,122780.09,Excess of Loss,USD,Patty Perez,,,,0.0,Local Broker Partners,1612045.79,655590.43,0.0,North America
POL-2024-017265-41AF,2024-04-25,Africa & Middle East,Egypt,Credit,374991.73,220035.62,0.0,,,"Reese, Lowe and Juarez",Medium,7193837.01,0.052127,151636.42,16138.16,51355.93,Quota Share,GBP,Michael Lewis,,,,0.0,Hub International,374991.73,220035.62,0.0,Other
POL-2009-017266-EA43,2009-04-28,Latin America,Peru,Directors & Officers,130284.86,106693.63,46646.46,0.4372,0.6363,Apex Mutual  Peru,Medium,10911937.66,0.01194,14660.16,1424.24,55913.53,Quota Share,CHF,Jessica Holmes,Open,Theft,,58100.9,Willis Towers Watson,130284.86,106693.63,46646.46,South America
POL-2014-017267-6B27,2014-12-12,Europe,Belgium,Energy,632608.9,445772.14,0.0,,,Apex Corp of Belgium,Specialty,92343061.67,0.006851,21066.14,1938.63,968178.93,Excess of Loss,USD,Philip Cannon,,,,0.0,Gallagher,632608.9,445772.14,0.0,Europe
POL-2013-017268-5224,2013-01-15,Asia Pacific,Singapore,Liability,354990.47,219687.0,0.0,,,Premier Re of Singapore,Specialty,11992451.49,0.029601,49298.98,10853.83,57061.61,Excess of Loss,SGD,Michael Lewis,,,,0.0,Local Broker Partners,354990.47,219687.0,0.0,Asia
POL-2018-017269-AAF2,2018-12-19,North America,Mexico,Engineering,279158.09,158199.45,142490.24,0.9007,1.2365,Continental PLC  Mexico,Specialty,6711064.65,0.041597,54707.61,13336.8,3891225.96,Aggregate XL,ZAR,Carla Gray,Closed,Earthquake,2019-12-26,0.0,Local Broker Partners,279158.09,158199.45,142490.24,North America
POL-2005-017270-FD07,2005-06-23,Asia Pacific,Indonesia,Terrorism,57320.58,20148.3,34874.69,1.7309,2.0673,National Re of Indonesia,Medium,3504530.99,0.016356,35199.0,6136.33,1560188.03,Surplus,EUR,John Daniel,Closed,Cyber Attack,2007-02-07,0.0,Independent Agents,57320.58,20148.3,34874.69,Asia
POL-2021-017271-618D,2021-08-04,Africa & Middle East,Israel,Life,100827.78,48897.99,14483.58,0.2962,0.4785,Pacific Re  Israel,Catastrophic,1863684.02,0.054101,37266.74,4022.13,3070.04,Aggregate XL,INR,Angie Henderson,Denied,Machinery Breakdown,,0.0,CRC Group,100827.78,48897.99,14483.58,Other
POL-2007-017272-0231,2007-10-02,Asia Pacific,Philippines,Credit,167126.8,116664.69,85655.22,0.7342,1.0673,Pacific Insurance  Philippines,Low,8554629.98,0.019536,24733.2,5417.79,41103.19,Facultative,AUD,Brian Ramirez,Settled,Accident,2007-12-03,0.0,Lockton,167126.8,116664.69,85655.22,Asia
POL-2020-017273-A187,2020-05-05,Africa & Middle East,Israel,Cyber,445811.45,349582.79,215238.12,0.6157,0.9567,Premier Re  Israel,Medium,13699557.9,0.032542,25554.24,2300.11,90888.31,Aggregate XL,CAD,Steve Sanchez,Denied,Flood,,0.0,Hub International,445811.45,349582.79,215238.12,Other
POL-2024-017274-508E,2024-10-04,North America,United States,Professional Indemnity,306442.45,215451.81,0.0,,,Apex Insurance of United States,Low,19658508.48,0.015588,22994.27,1386.68,585452.87,Stop Loss,USD,Angelica Tucker,,,,0.0,Local Broker Partners,306442.45,215451.81,0.0,North America
POL-2017-017275-EE25,2017-09-06,Europe,Poland,Agriculture,106324.19,45809.18,26459.38,0.5776,0.764,Pacific Group  Poland,Low,1540167.13,0.069034,37849.61,2246.42,872977.02,Quota Share,CNY,Jessica Holmes,Pending,Political Violence,,13351.59,Independent Agents,106324.19,45809.18,26459.38,Europe
POL-2023-017276-3519,2023-12-18,Europe,United Kingdom,Surety,378716.91,232888.07,0.0,,,Continental Underwriters  United Kingdom,High,5467033.81,0.069273,42720.05,4434.62,30350.97,Surplus,GBP,Ethan Adams,,,,0.0,Aon,378716.91,232888.07,0.0,Europe
POL-2006-017277-01EF,2006-01-31,Europe,United Kingdom,Energy,137208.86,32211.08,0.0,,,Pacific Mutual  United Kingdom,Medium,2898043.34,0.047345,90938.05,5767.88,4514687.61,Stop Loss,GBP,Lisa Hensley,,,,0.0,Gallagher,137208.86,32211.08,0.0,Europe
POL-2006-017278-B1AC,2006-01-29,Europe,Switzerland,Workers Compensation,2116635.96,1227500.82,705935.72,0.5751,0.8051,Summit Assurance of Switzerland,Specialty,33210848.31,0.063733,375634.69,80396.8,3516179.72,Quota Share,ZAR,Carla Gray,Closed,Storm,2006-10-24,0.0,CRC Group,2116635.96,1227500.82,705935.72,Europe
POL-2006-017279-2A41,2006-08-09,Europe,Poland,Liability,190076.71,59144.59,15016.81,0.2539,0.4973,Davis-Boyd,High,2972473.03,0.063946,119114.85,21937.73,20109.1,Stop Loss,INR,Gina Moore,Denied,Natural Catastrophe,,0.0,Brown & Brown,190076.71,59144.59,15016.81,Europe
POL-2016-017280-5012,2016-03-28,Asia Pacific,Malaysia,Cyber,823540.03,512502.36,0.0,,,Pacific Re  Malaysia,High,21598034.07,0.03813,44298.77,2846.2,109747.33,Quota Share,SGD,Fred Smith,,,,0.0,Brown & Brown,823540.03,512502.36,0.0,Asia
POL-2016-017281-F4CE,2016-03-13,Europe,Norway,Marine,401509.23,177391.06,109521.24,0.6174,0.8567,Nichols LLC,High,44668536.55,0.008989,212093.44,36690.46,67837.69,Aggregate XL,CHF,Michele Williams,Open,Medical Expense,,46397.78,Aon,401509.23,177391.06,109521.24,Europe
POL-2010-017282-D2CD,2010-03-04,North America,United States,Directors & Officers,523946.11,175646.59,0.0,,,National Group  United States,Low,48480419.69,0.010807,276843.75,15990.31,1027734.03,Excess of Loss,USD,Richard Aguirre,,,,0.0,Marsh,523946.11,175646.59,0.0,North America
POL-2020-017283-BE59,2020-05-02,Europe,France,Professional Indemnity,51933.66,29453.93,0.0,,,Premier Group  France,Medium,853488.44,0.060849,21283.35,4201.51,5685.3,Excess of Loss,EUR,Steve Sanchez,,,,0.0,Amwins,51933.66,29453.93,0.0,Europe
POL-2014-017284-6C85,2014-08-10,Africa & Middle East,Turkey,Credit,313307.68,223199.01,115594.77,0.5179,0.8269,Atlantic Underwriters  Turkey,Medium,4934883.45,0.063488,64290.36,7440.88,27730.53,Quota Share,INR,Sherry Decker,Denied,Fire,,0.0,Marsh,313307.68,223199.01,115594.77,Other
POL-2024-017285-A0A1,2024-07-25,Europe,Ireland,Property,460963.37,250337.23,0.0,,,Atlantic Insurance of Ireland,Specialty,28186827.05,0.016354,73226.87,7331.61,51075.71,Stop Loss,EUR,Donald Wright,,,,0.0,Amwins,460963.37,250337.23,0.0,Europe
POL-2014-017286-618D,2014-01-12,Europe,Belgium,Energy,434988.26,150156.48,164991.94,1.0988,1.3397,"Cruz, Crane and Wright",High,16586225.86,0.026226,219786.03,32795.17,25791.11,Excess of Loss,USD,Brian Ramirez,In Litigation,Natural Catastrophe,,216419.99,Amwins,434988.26,150156.48,164991.94,Europe
POL-2009-017287-2CAF,2009-07-26,Asia Pacific,New Zealand,Terrorism,82587.4,36090.02,0.0,,,Cunningham-Phillips,High,2082359.03,0.03966,31918.33,4343.99,9737.44,Facultative,CHF,Gabrielle Davis,,,,0.0,Independent Agents,82587.4,36090.02,0.0,Asia
POL-2025-017288-94AA,2025-01-30,Africa & Middle East,Turkey,Credit,26472.57,19104.38,19322.17,1.0114,1.354,Atlantic PLC of Turkey,High,938155.18,0.028218,4120.34,711.32,591129.5,Excess of Loss,EUR,Gabrielle Davis,Settled,Cyber Attack,2025-10-10,0.0,Marsh,26472.57,19104.38,19322.17,Other
POL-2017-017289-3B62,2017-04-21,Asia Pacific,Vietnam,Health,37349.48,27789.16,26877.68,0.9672,1.3163,Global Holdings  Vietnam,Catastrophic,542359.37,0.068865,6886.19,729.78,2538.79,Excess of Loss,CHF,Patty Perez,Pending,Political Violence,,18610.1,Brown & Brown,37349.48,27789.16,26877.68,Asia
POL-2019-017290-363A,2019-02-24,Europe,Italy,Surety,2278499.9,1812954.47,0.0,,,Royal Assurance of Italy,Catastrophic,44461309.37,0.051247,87464.51,13645.27,2753079.85,Excess of Loss,EUR,Angie Henderson,,,,0.0,Local Broker Partners,2278499.9,1812954.47,0.0,Europe
POL-2013-017291-A531,2013-06-04,Europe,Switzerland,Terrorism,1135937.95,277265.84,190786.62,0.6881,0.922,Continental Ltd  Switzerland,High,17363872.88,0.06542,715251.13,173712.21,51017.01,Aggregate XL,INR,Paula Moreno,Pending,Fire,,235583.85,Independent Agents,1135937.95,277265.84,190786.62,Europe
POL-2023-017292-8579,2023-08-10,Europe,Greece,Workers Compensation,307190.97,175357.73,0.0,,,Royal Corp of Greece,Medium,12963132.53,0.023697,31438.07,7190.07,30859.21,Quota Share,EUR,Timothy Duncan,,,,0.0,Howden,307190.97,175357.73,0.0,Europe
POL-2005-017293-7BFB,2005-09-08,Europe,Belgium,Workers Compensation,287921.96,117871.35,62353.94,0.529,0.7955,Pacific Holdings  Belgium,Low,6902447.22,0.041713,164585.55,32499.78,3938095.08,Facultative,USD,Gabrielle Davis,Closed,Cyber Attack,2006-05-22,0.0,Amwins,287921.96,117871.35,62353.94,Europe
POL-2018-017294-C5CC,2018-08-30,Europe,Spain,Engineering,120544.91,76406.75,60529.43,0.7922,1.067,Atlantic Holdings of Spain,Low,3025523.99,0.039843,37288.37,2890.38,1710273.59,Surplus,EUR,Connor West,Pending,Earthquake,,31785.42,Amwins,120544.91,76406.75,60529.43,Europe
POL-2008-017295-484C,2008-05-16,Europe,Belgium,Catastrophe,2541506.5,1571981.55,0.0,,,Premier Corp of Belgium,Specialty,86518707.35,0.029375,500934.78,37615.01,3260283.31,Facultative,EUR,Richard Aguirre,,,,0.0,Amwins,2541506.5,1571981.55,0.0,Europe
POL-2020-017296-4B97,2020-06-23,Europe,Netherlands,Marine,1502867.86,747695.0,388950.94,0.5202,0.7987,"Clay, Hudson and Sparks",Specialty,89213852.92,0.016846,595091.34,108740.54,445637.31,Surplus,USD,Brittany Farmer,Closed,Business Interruption,2022-10-26,0.0,Willis Towers Watson,1502867.86,747695.0,388950.94,Europe
POL-2021-017297-E6D4,2021-09-07,North America,Canada,Agriculture,153484.33,84643.63,143606.38,1.6966,1.9402,United PLC  Canada,Catastrophic,66253903.73,0.002317,16771.58,2829.18,2359987.67,Excess of Loss,CHF,Justin Baker,Open,Earthquake,,171429.87,Hub International,153484.33,84643.63,143606.38,North America
POL-2018-017298-ED65,2018-03-09,Africa & Middle East,Kenya,Energy,102873.54,28769.18,20828.89,0.724,0.9322,Summit Underwriters  Kenya,Low,1994849.6,0.05157,58355.3,8837.21,1025642.51,Facultative,CHF,John Daniel,In Litigation,Flood,,8781.55,Aon,102873.54,28769.18,20828.89,Other
POL-2020-017299-AAB4,2020-02-28,Europe,Portugal,Cyber,2773478.85,899420.84,983966.4,1.094,1.2833,Global Corp of Portugal,Specialty,124062916.97,0.022355,1696202.84,353818.11,506892.54,Quota Share,USD,Joshua Blair,Settled,Earthquake,2022-07-03,0.0,Willis Towers Watson,2773478.85,899420.84,983966.4,Europe
POL-2005-017300-22A2,2005-01-28,Europe,Germany,Liability,25200.57,11833.16,16876.45,1.4262,1.6243,Ashley and Sons,High,580208.86,0.043434,12277.18,2763.24,2520.68,Excess of Loss,EUR,Danny Morgan,In Litigation,Flood,,17194.13,Aon,25200.57,11833.16,16876.45,Europe
POL-2025-017301-F1DA,2025-01-15,Europe,Belgium,Motor,101537.99,31214.02,0.0,,,Atlantic Ltd of Belgium,Specialty,48525609.79,0.002092,56089.53,13208.51,308744.98,Quota Share,USD,Allison Hill,,,,0.0,Marsh,101537.99,31214.02,0.0,Europe
POL-2018-017302-269E,2018-08-05,Asia Pacific,China,Cyber,710481.28,362977.0,0.0,,,Global Ltd of China,Specialty,9584109.93,0.074131,273906.99,59816.23,18304.39,Aggregate XL,JPY,Angelica Tucker,,,,0.0,Gallagher,710481.28,362977.0,0.0,Asia
POL-2025-017303-98AA,2025-08-05,Europe,Ireland,Health,25187.05,7097.31,5491.19,0.7737,1.1069,Lopez and Sons,Medium,517506.01,0.04867,14344.54,1281.96,1086421.54,Aggregate XL,USD,Rebecca Henderson,Pending,Machinery Breakdown,,5094.4,Lockton,25187.05,7097.31,5491.19,Europe
POL-2016-017304-301E,2016-03-04,Asia Pacific,China,Cyber,1539736.93,1031880.52,0.0,,,Pacific Insurance  China,Specialty,50748371.02,0.030341,268481.54,38311.9,143531.35,Excess of Loss,BRL,Whitney Peters,,,,0.0,Hub International,1539736.93,1031880.52,0.0,Asia
POL-2013-017305-1CB1,2013-10-21,Europe,France,Workers Compensation,783549.94,296974.4,0.0,,,National Insurance of France,Medium,23196019.44,0.03378,434313.9,87531.61,46009.89,Aggregate XL,EUR,Angela Lopez,,,,0.0,Aon,783549.94,296974.4,0.0,Europe
POL-2025-017306-15DB,2025-09-26,Asia Pacific,South Korea,Aviation,313076.63,148253.32,0.0,,,Apex Insurance of South Korea,Specialty,4012795.82,0.07802,105392.6,15015.89,3975753.18,Aggregate XL,BRL,Shannon Jones,,,,0.0,Brown & Brown,313076.63,148253.32,0.0,Asia
POL-2021-017307-24B2,2021-11-16,Africa & Middle East,Israel,Energy,655546.34,353867.81,0.0,,,United Underwriters of Israel,Specialty,81317853.9,0.008062,90337.68,21858.06,300438.36,Aggregate XL,BRL,Eric Carney,,,,0.0,CRC Group,655546.34,353867.81,0.0,Other
POL-2025-017308-E068,2025-09-27,Asia Pacific,Australia,Casualty,777834.73,418116.99,0.0,,,Deleon-Parsons,High,13446931.91,0.057845,275582.85,41973.54,4449242.48,Facultative,GBP,Sherri Baker,,,,0.0,Aon,777834.73,418116.99,0.0,Asia
POL-2017-017309-042D,2017-11-12,Africa & Middle East,Egypt,Cyber,163293.58,83397.56,0.0,,,Summit Re of Egypt,High,3634360.1,0.04493,75333.83,11061.23,3511641.31,Quota Share,EUR,Cristian Santos,,,,0.0,CRC Group,163293.58,83397.56,0.0,Other
POL-2005-017310-0D75,2005-07-11,Europe,France,Catastrophe,643803.79,463189.67,398759.99,0.8609,1.0886,United Group  France,Catastrophic,63849607.33,0.010083,134979.22,7190.84,3277404.62,Aggregate XL,USD,William Baker,Closed,Business Interruption,2006-05-28,0.0,CRC Group,643803.79,463189.67,398759.99,Europe
POL-2020-017311-E27C,2020-07-05,Latin America,Peru,Workers Compensation,1701958.12,1154226.64,1174310.18,1.0174,1.2105,Continental Corp  Peru,High,86736796.36,0.019622,264858.86,30263.46,1890382.72,Stop Loss,GBP,Angelica Tucker,Pending,Business Interruption,,1130887.42,Independent Agents,1701958.12,1154226.64,1174310.18,South America
POL-2016-017312-325F,2016-12-10,Asia Pacific,China,Life,563539.51,214399.33,0.0,,,National Insurance of China,Medium,8616868.2,0.0654,241135.83,36649.17,2051344.52,Aggregate XL,CNY,Michele Williams,,,,0.0,Brown & Brown,563539.51,214399.33,0.0,Asia
POL-2016-017313-1BF1,2016-05-16,Africa & Middle East,Kenya,Workers Compensation,76906.82,23684.26,11782.92,0.4975,0.7835,Powell-Castro,Low,1952763.22,0.039384,52256.27,7780.53,722674.46,Stop Loss,EUR,Steve Sanchez,In Litigation,Flood,,5854.4,Lockton,76906.82,23684.26,11782.92,Other
POL-2017-017314-CFD9,2017-08-23,Africa & Middle East,Saudi Arabia,Cyber,1511614.2,723891.1,525110.6,0.7254,0.9182,Russell Ltd,Catastrophic,21263447.15,0.07109,528723.13,47865.47,3717874.96,Facultative,GBP,Anthony Rodriguez,In Litigation,Liability Claim,,250749.83,Howden,1511614.2,723891.1,525110.6,Other
POL-2020-017315-DAE3,2020-08-31,Africa & Middle East,Saudi Arabia,Engineering,91204.95,61502.71,17608.23,0.2863,0.4782,Royal Insurance of Saudi Arabia,Catastrophic,2052330.87,0.04444,16039.67,1940.36,12966.6,Surplus,JPY,Eric Carney,Settled,Natural Catastrophe,2022-11-03,0.0,Lockton,91204.95,61502.71,17608.23,Other
POL-2021-017316-1B11,2021-01-23,Africa & Middle East,Israel,Life,72841.59,49847.65,0.0,,,Pacific Ltd of Israel,High,1053372.45,0.069151,8950.94,1029.51,3669.71,Stop Loss,JPY,Michele Williams,,,,0.0,Brown & Brown,72841.59,49847.65,0.0,Other
POL-2010-017317-9BF5,2010-05-27,Asia Pacific,Vietnam,Workers Compensation,209594.35,151354.2,0.0,,,Branch Group,Specialty,5804382.78,0.03611,27258.54,1678.75,33389.18,Aggregate XL,EUR,Derek Zuniga,,,,0.0,Howden,209594.35,151354.2,0.0,Asia
POL-2008-017318-D1E1,2008-03-06,Africa & Middle East,Kenya,Terrorism,386508.34,281124.37,0.0,,,Global Ltd of Kenya,Catastrophic,9625492.59,0.040155,13779.29,2081.77,79582.7,Aggregate XL,EUR,Brittney Phillips,,,,0.0,Local Broker Partners,386508.34,281124.37,0.0,Other
POL-2005-017319-DF7D,2005-01-29,Europe,Ireland,Catastrophe,82473.49,20036.71,0.0,,,National Re of Ireland,High,1129185.27,0.073038,55319.51,5781.66,1696.9,Surplus,USD,Justin Baker,,,,0.0,Howden,82473.49,20036.71,0.0,Europe
POL-2006-017320-46F2,2006-09-29,Africa & Middle East,South Africa,Credit,81345.21,57532.89,48500.23,0.843,1.1287,Atlantic Mutual  South Africa,Catastrophic,1160753.86,0.07008,2496.39,226.94,727047.7,Quota Share,JPY,Shane Henderson,In Litigation,Cyber Attack,,56879.63,Willis Towers Watson,81345.21,57532.89,48500.23,Other
POL-2013-017321-64EA,2013-06-30,Asia Pacific,New Zealand,Surety,595088.41,378384.98,207014.42,0.5471,0.8276,Sanders Inc,Catastrophic,16462549.84,0.036148,54785.02,8666.73,119027.08,Aggregate XL,AUD,Daniel Wagner,Denied,Storm,,0.0,Local Broker Partners,595088.41,378384.98,207014.42,Asia
POL-2015-017322-E6C0,2015-04-26,North America,United States,Terrorism,184566.16,147381.71,68679.88,0.466,0.6531,Apex Underwriters  United States,High,4926305.75,0.037465,31498.47,2357.2,16509.01,Aggregate XL,USD,Nathan Maldonado,Settled,Business Interruption,2017-04-09,0.0,Independent Agents,184566.16,147381.71,68679.88,North America
POL-2023-017323-72F0,2023-09-22,Latin America,Peru,Property,876765.19,512980.3,0.0,,,Gallagher-Compton,Specialty,20839157.48,0.042073,217298.39,41866.55,70564.21,Quota Share,CNY,Noah Rhodes,,,,0.0,Local Broker Partners,876765.19,512980.3,0.0,South America
