policy_id,period,region,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,gwp_usd,nep_usd,claims_paid_usd,continent
POL-110554,2024-12-30,Ethiopia,Liability,863254.66,795608.46,512426.61,0.6441,0.9455,SunTrust Re,Cyber,5314441.26,0.02652,863254.66,795608.46,512426.61,Other
POL-101588,2024-12-30,Ghana,Liability,1826800.63,1631091.64,1108219.71,0.6794,0.9534,Zenith Cover,Nat Cat,7834987.23,0.02926,1826800.63,1631091.64,1108219.71,Other
POL-116669,2024-12-30,Uganda,Liability,2682746.65,2366119.29,1524382.27,0.6443,0.8742,Coastal Mutual,Nat Cat,10628184.95,0.02597,2682746.65,2366119.29,1524382.27,Other
POL-111778,2024-12-31,Zambia,Motor,2291911.68,1717471.97,1110647.83,0.6467,0.8507,Metro Insurers,Cyber,15008291.83,0.02754,2291911.68,1717471.97,1110647.83,Other
POL-103477,2024-12-31,Rwanda,Engineering,1567045.87,1140152.47,734642.26,0.6443,0.9486,Metro Insurers,Cyber,12383144.69,0.02912,1567045.87,1140152.47,734642.26,Other
POL-117025,2025-01-01,Uganda,Cyber,774567.07,673047.38,435190.18,0.6466,0.9046,Metro Insurers,Market,4963214.42,0.03941,774567.07,673047.38,435190.18,Other
POL-109848,2025-01-01,Tanzania,Marine,2403759.74,1842383.78,1101283.16,0.5977,0.7481,Coastal Mutual,Operational,9057798.24,0.03159,2403759.74,1842383.78,1101283.16,Other
POL-115242,2025-01-01,Zambia,Engineering,2010445.06,1620536.2,973978.8,0.601,0.8704,Continental Re,Weather,12987779.42,0.01783,2010445.06,1620536.2,973978.8,Other
POL-104932,2025-01-01,Kenya,Property,1740980.21,1284810.49,758668.8,0.5905,0.782,Metro Insurers,Market,13501508.81,0.02267,1740980.21,1284810.49,758668.8,Africa
POL-110609,2025-01-02,Rwanda,Motor,2882417.53,2235718.09,1073965.92,0.4804,0.6781,Metro Insurers,Nat Cat,22811564.08,0.02042,2882417.53,2235718.09,1073965.92,Other
POL-102060,2025-01-02,Kenya,Cyber,902697.19,726000.8,424717.48,0.585,0.7405,Pinnacle Assurance,Credit,4512594.36,0.02301,902697.19,726000.8,424717.48,Africa
POL-100521,2025-01-02,Egypt,Aviation,1500215.82,1256866.04,995372.35,0.7919,1.0242,Coastal Mutual,Credit,6860034.1,0.03331,1500215.82,1256866.04,995372.35,Other
POL-108897,2025-01-02,Rwanda,Motor,1259655.2,1020274.41,515013.98,0.5048,0.7099,Continental Re,Weather,6302945.42,0.00837,1259655.2,1020274.41,515013.98,Other
POL-107667,2025-01-02,Ghana,Agriculture,1495752.29,1202671.6,438761.86,0.3648,0.5277,Pinnacle Assurance,Operational,9870419.95,0.01695,1495752.29,1202671.6,438761.86,Other
POL-100229,2025-01-02,South Africa,Engineering,1835370.78,1542461.79,851039.13,0.5517,0.8081,Acentria Group,Nat Cat,11053126.12,0.02119,1835370.78,1542461.79,851039.13,Other
POL-106845,2025-01-03,Rwanda,Aviation,1344824.33,1230750.66,741788.74,0.6027,0.8128,Pinnacle Assurance,Market,6413508.52,0.01143,1344824.33,1230750.66,741788.74,Other
POL-111074,2025-01-03,Nigeria,Liability,1291798.27,1147834.94,642883.68,0.5601,0.8098,SunTrust Re,Cyber,6720458.63,0.02522,1291798.27,1147834.94,642883.68,Other
POL-113985,2025-01-03,Ghana,Liability,635686.69,461148.73,280009.19,0.6072,0.8565,Acentria Group,Nat Cat,4457931.04,0.04249,635686.69,461148.73,280009.19,Other
POL-104248,2025-01-04,Kenya,Engineering,1833566.61,1388865.48,771685.06,0.5556,0.7983,Acentria Group,Nat Cat,7182031.32,0.02272,1833566.61,1388865.48,771685.06,Africa
POL-116585,2025-01-04,Uganda,Property,2547500.4,2155402.4,1663886.79,0.772,1.0392,AgriProtect,Market,13058182.64,0.02844,2547500.4,2155402.4,1663886.79,Other
POL-108440,2025-01-04,Ethiopia,Liability,1675376.92,1422435.46,825109.49,0.5801,0.8113,Metro Insurers,Nat Cat,8905112.57,0.02748,1675376.92,1422435.46,825109.49,Other
POL-105230,2025-01-04,Tanzania,Motor,79996.92,60232.13,35685.79,0.5925,0.8905,Zenith Cover,Cyber,273680.03,0.0157,79996.92,60232.13,35685.79,Other
POL-101093,2025-01-05,Ghana,Engineering,2235760.08,1775771.48,1289440.76,0.7261,0.8821,Zenith Cover,Cyber,9600437.6,0.01632,2235760.08,1775771.48,1289440.76,Other
POL-116673,2025-01-05,Zambia,Motor,2575316.34,2318473.22,1618260.47,0.698,1.0132,SunTrust Re,Market,18198748.3,0.01,2575316.34,2318473.22,1618260.47,Other
POL-102347,2025-01-05,Tanzania,Marine,1433601.82,1143756.1,651711.06,0.5698,0.8025,Continental Re,Operational,7407989.69,0.03878,1433601.82,1143756.1,651711.06,Other
POL-113956,2025-01-05,Uganda,Agriculture,2162949.38,1621488.5,879457.51,0.5424,0.8309,Continental Re,Cyber,6568427.32,0.03341,2162949.38,1621488.5,879457.51,Other
POL-104670,2025-01-05,Ethiopia,Marine,1041292.05,904548.91,689932.06,0.7627,1.0625,AgriProtect,Operational,5200750.89,0.03974,1041292.05,904548.91,689932.06,Other
POL-111927,2025-01-05,Ghana,Agriculture,196909.28,180638.44,99908.63,0.5531,0.8421,AgriProtect,Credit,935130.17,0.04376,196909.28,180638.44,99908.63,Other
POL-101544,2025-01-05,Nigeria,Liability,2607874.92,2028875.55,1368302.37,0.6744,0.9661,Zenith Cover,Market,13688401.08,0.03406,2607874.92,2028875.55,1368302.37,Other
POL-117966,2025-01-06,Kenya,Property,264535.66,247714.74,169146.12,0.6828,0.9008,Continental Re,Cyber,1627841.18,0.01018,264535.66,247714.74,169146.12,Africa
POL-110534,2025-01-06,Kenya,Engineering,2987674.58,2594644.65,1522319.47,0.5867,0.7562,Coastal Mutual,Market,16601975.56,0.0127,2987674.58,2594644.65,1522319.47,Africa
POL-107217,2025-01-06,Kenya,Motor,1934392.96,1650053.16,954148.85,0.5783,0.8404,Zenith Cover,Credit,11510379.56,0.02897,1934392.96,1650053.16,954148.85,Africa
POL-112358,2025-01-06,Nigeria,Motor,679692.06,573786.42,379081.27,0.6607,0.9275,Metro Insurers,Nat Cat,4208616.26,0.0174,679692.06,573786.42,379081.27,Other
POL-109062,2025-01-06,Rwanda,Aviation,2619987.5,2438651.9,1251416.39,0.5132,0.8313,Continental Re,Credit,11090323.06,0.00876,2619987.5,2438651.9,1251416.39,Other
POL-108535,2025-01-07,Rwanda,Liability,2854882.25,2213514.35,1766666.01,0.7981,1.0317,Metro Insurers,Cyber,20893115.43,0.00896,2854882.25,2213514.35,1766666.01,Other
POL-112302,2025-01-07,Rwanda,Aviation,1193804.39,1000683.1,672941.01,0.6725,0.9019,Metro Insurers,Weather,8725286.09,0.01784,1193804.39,1000683.1,672941.01,Other
POL-117363,2025-01-07,Nigeria,Cyber,1055491.37,943666.2,543081.08,0.5755,0.8492,Continental Re,Operational,8247165.5,0.02432,1055491.37,943666.2,543081.08,Other
POL-104569,2025-01-07,Nigeria,Engineering,1014417.58,898026.02,518627.17,0.5775,0.8762,Pinnacle Assurance,Credit,7306220.59,0.00844,1014417.58,898026.02,518627.17,Other
POL-102044,2025-01-07,Tanzania,Liability,1395945.94,1285047.26,802615.68,0.6246,0.8775,SunTrust Re,Credit,7494418.94,0.01869,1395945.94,1285047.26,802615.68,Other
POL-114621,2025-01-08,Ethiopia,Aviation,184630.03,133849.17,85565.62,0.6393,0.8203,Metro Insurers,Nat Cat,753438.12,0.03772,184630.03,133849.17,85565.62,Other
POL-103008,2025-01-08,Nigeria,Agriculture,1948367.32,1779222.63,1130794.2,0.6356,0.8691,Metro Insurers,Credit,9730770.29,0.02901,1948367.32,1779222.63,1130794.2,Other
POL-102201,2025-01-09,Ethiopia,Engineering,330951.08,256392.93,179466.41,0.7,0.8781,Coastal Mutual,Credit,2029158.71,0.01565,330951.08,256392.93,179466.41,Other
POL-117774,2025-01-09,Zambia,Property,2660556.9,1931941.31,1312987.21,0.6796,0.9796,Metro Insurers,Credit,13754131.5,0.03496,2660556.9,1931941.31,1312987.21,Other
POL-112093,2025-01-09,Ghana,Liability,1066864.99,860089.32,561262.04,0.6526,0.8177,Acentria Group,Cyber,7378872.0,0.01404,1066864.99,860089.32,561262.04,Other
POL-113432,2025-01-09,Uganda,Motor,2701775.52,2054266.99,1157427.12,0.5634,0.8395,Coastal Mutual,Operational,11759861.65,0.04321,2701775.52,2054266.99,1157427.12,Other
POL-104785,2025-01-09,Ethiopia,Liability,85768.69,79947.92,52706.63,0.6593,0.8825,Acentria Group,Market,565653.81,0.02917,85768.69,79947.92,52706.63,Other
POL-102269,2025-01-10,Egypt,Liability,1109710.61,1035005.22,546794.04,0.5283,0.8147,Zenith Cover,Market,7764768.06,0.02883,1109710.61,1035005.22,546794.04,Other
POL-104228,2025-01-10,Zambia,Motor,582976.61,460546.88,343563.87,0.746,0.9458,SunTrust Re,Operational,4650882.13,0.02619,582976.61,460546.88,343563.87,Other
POL-117054,2025-01-11,Egypt,Liability,1269211.48,981928.25,675959.69,0.6884,0.9873,Metro Insurers,Credit,5770594.28,0.02526,1269211.48,981928.25,675959.69,Other
POL-111749,2025-01-11,Ghana,Aviation,2725770.73,2325133.05,1503587.37,0.6467,0.8207,Metro Insurers,Market,21171485.75,0.00951,2725770.73,2325133.05,1503587.37,Other
POL-102584,2025-01-11,Egypt,Marine,2703531.98,2395222.35,1820103.17,0.7599,1.017,Pinnacle Assurance,Weather,15444215.54,0.02175,2703531.98,2395222.35,1820103.17,Other
POL-113658,2025-01-11,Zambia,Cyber,2731881.15,2203212.01,1327907.39,0.6027,0.9193,Pinnacle Assurance,Credit,17023979.57,0.03411,2731881.15,2203212.01,1327907.39,Other
POL-111336,2025-01-12,Tanzania,Cyber,1663117.96,1304519.64,773793.04,0.5932,0.8794,Zenith Cover,Nat Cat,6160396.74,0.02611,1663117.96,1304519.64,773793.04,Other
POL-105242,2025-01-12,Rwanda,Property,2552092.29,1973559.11,1155024.99,0.5852,0.7502,Acentria Group,Operational,13765088.19,0.03806,2552092.29,1973559.11,1155024.99,Other
POL-110513,2025-01-12,Nigeria,Agriculture,2768636.92,2346011.09,1504722.81,0.6414,0.8675,Metro Insurers,Market,20779288.73,0.01313,2768636.92,2346011.09,1504722.81,Other
POL-105130,2025-01-13,Kenya,Liability,1354933.35,1243573.79,768358.38,0.6179,0.9128,Coastal Mutual,Nat Cat,10618076.89,0.04321,1354933.35,1243573.79,768358.38,Africa
POL-109520,2025-01-13,Egypt,Engineering,2903966.73,2623255.98,1749187.36,0.6668,0.8733,Acentria Group,Nat Cat,14518988.93,0.0278,2903966.73,2623255.98,1749187.36,Other
POL-108654,2025-01-14,Uganda,Liability,2968377.16,2202917.57,979782.3,0.4448,0.7208,Pinnacle Assurance,Nat Cat,23189945.53,0.026,2968377.16,2202917.57,979782.3,Other
POL-110665,2025-01-15,Tanzania,Liability,269025.07,244123.25,150269.73,0.6155,0.7685,SunTrust Re,Credit,990706.63,0.04062,269025.07,244123.25,150269.73,Other
POL-105285,2025-01-15,Uganda,Liability,2128340.11,1653293.75,942498.17,0.5701,0.7233,AgriProtect,Nat Cat,9856345.87,0.01345,2128340.11,1653293.75,942498.17,Other
POL-102548,2025-01-15,Egypt,Agriculture,2834936.48,2236835.91,1309663.46,0.5855,0.8911,Pinnacle Assurance,Operational,19382467.14,0.02516,2834936.48,2236835.91,1309663.46,Other
POL-103618,2025-01-15,Zambia,Liability,707262.8,527027.76,265899.07,0.5045,0.8016,Acentria Group,Cyber,4706294.68,0.01607,707262.8,527027.76,265899.07,Other
POL-110505,2025-01-15,Zambia,Cyber,439397.49,381559.82,224225.68,0.5877,0.7857,Acentria Group,Market,2459636.37,0.03845,439397.49,381559.82,224225.68,Other
POL-116299,2025-01-15,Ethiopia,Property,1368466.71,1211114.74,714040.03,0.5896,0.9022,Zenith Cover,Cyber,7329888.23,0.04247,1368466.71,1211114.74,714040.03,Other
POL-108691,2025-01-15,Rwanda,Aviation,669614.12,628378.21,377038.82,0.6,0.8581,Zenith Cover,Cyber,4911381.39,0.03591,669614.12,628378.21,377038.82,Other
POL-116955,2025-01-16,Kenya,Motor,845720.22,649872.11,517789.82,0.7968,1.0538,Continental Re,Cyber,4922588.74,0.02945,845720.22,649872.11,517789.82,Africa
POL-114812,2025-01-16,Ghana,Marine,694137.9,513708.79,321965.38,0.6267,0.8885,Metro Insurers,Weather,4629066.04,0.01862,694137.9,513708.79,321965.38,Other
POL-104712,2025-01-16,Tanzania,Liability,1983659.33,1697380.0,979645.12,0.5772,0.8427,Pinnacle Assurance,Weather,6983861.58,0.01967,1983659.33,1697380.0,979645.12,Other
POL-111426,2025-01-16,Ghana,Agriculture,2913911.53,2327214.46,1408236.84,0.6051,0.8884,Continental Re,Operational,12602349.99,0.03721,2913911.53,2327214.46,1408236.84,Other
POL-110950,2025-01-16,South Africa,Motor,2783308.88,2215590.4,1231712.26,0.5559,0.8493,Zenith Cover,Cyber,10726554.99,0.01549,2783308.88,2215590.4,1231712.26,Other
POL-105767,2025-01-16,Egypt,Marine,2370318.92,2097740.58,999111.5,0.4763,0.6281,Zenith Cover,Cyber,8773562.73,0.01377,2370318.92,2097740.58,999111.5,Other
POL-104356,2025-01-16,Kenya,Engineering,2466755.35,2222811.83,1519642.81,0.6837,0.8703,Continental Re,Weather,15513713.45,0.00906,2466755.35,2222811.83,1519642.81,Africa
POL-115482,2025-01-17,Nigeria,Liability,679998.41,600789.59,430909.75,0.7172,0.8785,AgriProtect,Nat Cat,4489995.92,0.03009,679998.41,600789.59,430909.75,Other
POL-104924,2025-01-17,South Africa,Aviation,2670733.59,2510105.04,1697770.28,0.6764,0.995,Acentria Group,Weather,17202744.66,0.03053,2670733.59,2510105.04,1697770.28,Other
POL-115931,2025-01-17,Zambia,Liability,2624684.38,1976080.24,1271029.76,0.6432,0.8065,SunTrust Re,Market,16765793.9,0.04002,2624684.38,1976080.24,1271029.76,Other
POL-117626,2025-01-17,Kenya,Motor,1782354.19,1462875.6,1067260.2,0.7296,0.9,Zenith Cover,Weather,12246532.35,0.02089,1782354.19,1462875.6,1067260.2,Africa
POL-111473,2025-01-17,Nigeria,Marine,89218.92,76195.8,45211.13,0.5934,0.815,Zenith Cover,Cyber,445672.21,0.02251,89218.92,76195.8,45211.13,Other
POL-108980,2025-01-17,Ghana,Property,488041.35,381176.06,258028.0,0.6769,0.9358,Continental Re,Operational,3444191.0,0.0359,488041.35,381176.06,258028.0,Other
POL-103112,2025-01-17,Ghana,Motor,1685156.81,1417029.89,912102.73,0.6437,0.8608,Metro Insurers,Nat Cat,8932080.04,0.02996,1685156.81,1417029.89,912102.73,Other
POL-110069,2025-01-18,South Africa,Engineering,2823797.91,2326142.59,1448920.59,0.6229,0.9003,Metro Insurers,Weather,14125914.24,0.03856,2823797.91,2326142.59,1448920.59,Other
POL-105633,2025-01-18,Ethiopia,Cyber,464159.25,418800.45,314345.74,0.7506,0.9303,Acentria Group,Credit,3038596.59,0.02843,464159.25,418800.45,314345.74,Other
POL-102380,2025-01-18,Ghana,Engineering,244968.95,208821.25,163250.56,0.7818,1.0992,Pinnacle Assurance,Operational,1811465.69,0.02047,244968.95,208821.25,163250.56,Other
POL-107121,2025-01-18,Ethiopia,Aviation,2604916.03,2074510.9,1271171.59,0.6128,0.7919,AgriProtect,Cyber,20829071.42,0.03082,2604916.03,2074510.9,1271171.59,Other
POL-112017,2025-01-18,Zambia,Engineering,2744243.6,2416272.47,1361103.53,0.5633,0.7199,AgriProtect,Weather,21338971.12,0.01535,2744243.6,2416272.47,1361103.53,Other
POL-106300,2025-01-18,South Africa,Motor,1021638.72,829672.24,586261.99,0.7066,0.9361,Coastal Mutual,Market,3510826.59,0.02367,1021638.72,829672.24,586261.99,Other
POL-112100,2025-01-18,Rwanda,Liability,1525834.72,1430514.15,788446.81,0.5512,0.7785,Metro Insurers,Nat Cat,10209814.68,0.01425,1525834.72,1430514.15,788446.81,Other
POL-105935,2025-01-19,Zambia,Liability,1519404.8,1105252.53,739682.8,0.6692,0.8271,Zenith Cover,Market,8295960.88,0.01122,1519404.8,1105252.53,739682.8,Other
POL-110662,2025-01-19,Kenya,Marine,1845941.71,1644491.48,1195656.77,0.7271,0.88,Pinnacle Assurance,Weather,10047076.45,0.01592,1845941.71,1644491.48,1195656.77,Africa
POL-114298,2025-01-19,Tanzania,Aviation,2128885.41,1809233.45,977600.89,0.5403,0.7219,Zenith Cover,Operational,10278652.55,0.00817,2128885.41,1809233.45,977600.89,Other
POL-107357,2025-01-19,Tanzania,Property,1021270.22,862568.5,519681.93,0.6025,0.8937,Continental Re,Operational,4159438.44,0.02386,1021270.22,862568.5,519681.93,Other
POL-102911,2025-01-19,Uganda,Motor,2485512.88,1953979.08,1418453.79,0.7259,1.0027,Continental Re,Nat Cat,11206286.02,0.04297,2485512.88,1953979.08,1418453.79,Other
POL-116055,2025-01-19,Ethiopia,Motor,2391590.66,2033319.7,1323451.04,0.6509,0.9214,Pinnacle Assurance,Weather,13176279.15,0.03279,2391590.66,2033319.7,1323451.04,Other
POL-105281,2025-01-20,Nigeria,Property,1825753.06,1405938.49,932253.81,0.6631,0.8463,SunTrust Re,Cyber,7551565.65,0.0099,1825753.06,1405938.49,932253.81,Other
POL-105686,2025-01-20,Tanzania,Motor,2076562.12,1530478.48,1016277.29,0.664,0.8734,SunTrust Re,Nat Cat,9804535.86,0.04413,2076562.12,1530478.48,1016277.29,Other
POL-105494,2025-01-20,Egypt,Cyber,2859224.14,2529100.97,1508477.96,0.5964,0.7899,Continental Re,Weather,13920705.23,0.0304,2859224.14,2529100.97,1508477.96,Other
POL-110835,2025-01-21,Egypt,Aviation,2999620.43,2320116.34,1689884.91,0.7284,0.9785,AgriProtect,Credit,19311712.23,0.02227,2999620.43,2320116.34,1689884.91,Other
POL-101609,2025-01-21,Tanzania,Motor,2189728.54,2015222.55,1353005.25,0.6714,0.8722,Pinnacle Assurance,Nat Cat,13741847.01,0.04392,2189728.54,2015222.55,1353005.25,Other
POL-100371,2025-01-21,South Africa,Agriculture,1505784.44,1183988.44,790622.94,0.6678,0.8992,Continental Re,Credit,11430399.9,0.02081,1505784.44,1183988.44,790622.94,Other
POL-101683,2025-01-22,Kenya,Agriculture,2309189.62,1663053.08,1205051.21,0.7246,1.0117,AgriProtect,Cyber,9510513.65,0.04131,2309189.62,1663053.08,1205051.21,Africa
POL-102480,2025-01-22,Tanzania,Cyber,570069.07,422098.5,229662.96,0.5441,0.7744,SunTrust Re,Operational,3908820.35,0.02758,570069.07,422098.5,229662.96,Other
POL-106729,2025-01-23,Ethiopia,Property,907586.13,744102.18,451822.04,0.6072,0.9159,Zenith Cover,Operational,4456318.3,0.02803,907586.13,744102.18,451822.04,Other
POL-112352,2025-01-23,Rwanda,Liability,2267862.19,1966012.12,1262531.45,0.6422,0.8386,Pinnacle Assurance,Cyber,7303199.59,0.02249,2267862.19,1966012.12,1262531.45,Other
POL-116403,2025-01-23,Egypt,Liability,722196.72,595706.21,309715.17,0.5199,0.8215,Metro Insurers,Nat Cat,3882431.93,0.03556,722196.72,595706.21,309715.17,Other
POL-105709,2025-01-23,South Africa,Engineering,1619228.97,1367229.1,931334.82,0.6812,0.9742,Acentria Group,Weather,7267781.17,0.02266,1619228.97,1367229.1,931334.82,Other
POL-113328,2025-01-24,Uganda,Marine,1080077.77,997588.02,594144.23,0.5956,0.8432,AgriProtect,Cyber,5949305.97,0.03091,1080077.77,997588.02,594144.23,Other
POL-108695,2025-01-24,Rwanda,Aviation,224497.57,183319.22,111944.31,0.6107,0.8441,Pinnacle Assurance,Credit,1613207.58,0.02205,224497.57,183319.22,111944.31,Other
POL-117125,2025-01-24,Ethiopia,Aviation,1633124.56,1247500.61,876594.27,0.7027,0.9452,Acentria Group,Operational,7748554.67,0.04419,1633124.56,1247500.61,876594.27,Other
POL-103339,2025-01-24,Uganda,Liability,515374.95,386083.56,263455.62,0.6824,0.9525,AgriProtect,Nat Cat,3142300.53,0.04414,515374.95,386083.56,263455.62,Other
POL-102962,2025-01-25,Egypt,Engineering,1886341.35,1417143.01,868255.15,0.6127,0.7962,SunTrust Re,Nat Cat,12843345.85,0.01857,1886341.35,1417143.01,868255.15,Other
POL-115669,2025-01-25,Ethiopia,Liability,2837811.35,2246735.6,1277523.89,0.5686,0.7868,Metro Insurers,Cyber,12730436.16,0.03436,2837811.35,2246735.6,1277523.89,Other
POL-113639,2025-01-25,Egypt,Aviation,693573.75,546174.7,325026.6,0.5951,0.8257,Acentria Group,Credit,4227665.56,0.03959,693573.75,546174.7,325026.6,Other
POL-114646,2025-01-26,Kenya,Cyber,1555846.63,1384115.84,680991.27,0.492,0.6559,Acentria Group,Credit,6250873.71,0.02423,1555846.63,1384115.84,680991.27,Africa
POL-108521,2025-01-26,Nigeria,Marine,1136019.18,1036147.22,730284.09,0.7048,0.9358,Acentria Group,Credit,3566824.68,0.03606,1136019.18,1036147.22,730284.09,Other
POL-116746,2025-01-26,Kenya,Agriculture,1155352.66,952015.8,508553.54,0.5342,0.7354,Metro Insurers,Nat Cat,8750367.46,0.0282,1155352.66,952015.8,508553.54,Africa
POL-113287,2025-01-26,Kenya,Cyber,1810112.81,1345166.15,803500.89,0.5973,0.7509,Metro Insurers,Market,11918070.26,0.0185,1810112.81,1345166.15,803500.89,Africa
POL-103494,2025-01-26,Egypt,Motor,712175.36,593936.69,385664.66,0.6493,0.8272,Zenith Cover,Nat Cat,3250274.55,0.03374,712175.36,593936.69,385664.66,Other
POL-107157,2025-01-27,Nigeria,Property,486407.42,436883.81,332698.09,0.7615,1.0324,Metro Insurers,Credit,1489558.6,0.04332,486407.42,436883.81,332698.09,Other
POL-109177,2025-01-27,Nigeria,Cyber,745996.35,578186.65,423996.6,0.7333,1.0084,Metro Insurers,Operational,4902927.75,0.04187,745996.35,578186.65,423996.6,Other
POL-103865,2025-01-27,Ghana,Aviation,659981.93,586527.99,307176.52,0.5237,0.7728,SunTrust Re,Credit,2744065.87,0.01344,659981.93,586527.99,307176.52,Other
POL-108965,2025-01-27,Nigeria,Agriculture,865325.38,754204.25,536153.79,0.7109,0.96,SunTrust Re,Operational,5246605.97,0.04,865325.38,754204.25,536153.79,Other
POL-116529,2025-01-28,Egypt,Cyber,156714.61,124186.8,87977.25,0.7084,1.0181,Coastal Mutual,Operational,1067972.35,0.01799,156714.61,124186.8,87977.25,Other
POL-100866,2025-01-28,Egypt,Engineering,159404.7,120422.49,71240.69,0.5916,0.8287,Pinnacle Assurance,Operational,889484.83,0.03452,159404.7,120422.49,71240.69,Other
POL-112014,2025-01-28,Nigeria,Property,1369371.5,995517.54,668754.33,0.6718,0.9308,Pinnacle Assurance,Operational,10351970.45,0.03701,1369371.5,995517.54,668754.33,Other
POL-115147,2025-01-28,Ghana,Marine,1650590.97,1548608.91,865062.8,0.5586,0.8224,Acentria Group,Weather,8996380.73,0.04452,1650590.97,1548608.91,865062.8,Other
POL-115401,2025-01-28,Zambia,Marine,1013462.85,736054.06,538605.96,0.7317,0.9776,AgriProtect,Weather,5797705.97,0.02943,1013462.85,736054.06,538605.96,Other
POL-114455,2025-01-28,Kenya,Aviation,301457.87,240535.36,147749.85,0.6143,0.7891,Continental Re,Nat Cat,1102668.67,0.04101,301457.87,240535.36,147749.85,Africa
POL-116330,2025-01-28,Nigeria,Aviation,2969604.21,2528248.92,1678521.55,0.6639,0.8485,Continental Re,Credit,20045372.08,0.01706,2969604.21,2528248.92,1678521.55,Other
POL-109264,2025-01-28,Rwanda,Liability,900137.82,845929.36,580045.09,0.6857,0.8714,Pinnacle Assurance,Weather,6874157.36,0.04251,900137.82,845929.36,580045.09,Other
POL-104646,2025-01-28,Egypt,Cyber,89752.22,76749.67,39452.44,0.514,0.7785,Continental Re,Weather,585692.04,0.04114,89752.22,76749.67,39452.44,Other
POL-109800,2025-01-28,Egypt,Motor,818264.58,745481.43,411630.02,0.5522,0.8231,Coastal Mutual,Market,4646549.29,0.01284,818264.58,745481.43,411630.02,Other
POL-105245,2025-01-29,Ethiopia,Engineering,2378125.69,1831259.89,1214495.92,0.6632,0.9022,AgriProtect,Market,18140642.08,0.00924,2378125.69,1831259.89,1214495.92,Other
POL-115981,2025-01-29,Ghana,Property,859805.48,670803.83,474310.51,0.7071,0.8765,AgriProtect,Operational,3188285.66,0.03022,859805.48,670803.83,474310.51,Other
POL-105551,2025-01-29,Ethiopia,Cyber,2346404.8,1844552.02,943065.08,0.5113,0.7242,Pinnacle Assurance,Operational,9169363.59,0.03934,2346404.8,1844552.02,943065.08,Other
POL-115532,2025-01-29,Zambia,Agriculture,1834857.22,1442609.08,1024393.17,0.7101,0.947,Continental Re,Market,13500350.43,0.01544,1834857.22,1442609.08,1024393.17,Other
POL-101084,2025-01-29,Ghana,Motor,365945.53,274592.53,209792.51,0.764,0.9879,SunTrust Re,Operational,2763094.55,0.01139,365945.53,274592.53,209792.51,Other
POL-105854,2025-01-29,Egypt,Engineering,1735142.44,1511062.42,994106.96,0.6579,0.8125,Coastal Mutual,Nat Cat,13698826.03,0.023,1735142.44,1511062.42,994106.96,Other
POL-102920,2025-01-29,Egypt,Liability,1575656.48,1471715.14,795349.01,0.5404,0.8402,Zenith Cover,Operational,5900285.06,0.02655,1575656.48,1471715.14,795349.01,Other
POL-105629,2025-01-29,Tanzania,Marine,172049.19,129407.28,80023.64,0.6184,0.8929,AgriProtect,Market,637762.01,0.0329,172049.19,129407.28,80023.64,Other
POL-102088,2025-01-29,Uganda,Motor,2677966.03,2224080.88,1605107.4,0.7217,0.973,Metro Insurers,Weather,11836473.85,0.03184,2677966.03,2224080.88,1605107.4,Other
POL-117978,2025-01-30,Nigeria,Marine,2719706.38,2498885.18,1808284.93,0.7236,1.0271,Acentria Group,Credit,10157935.27,0.03524,2719706.38,2498885.18,1808284.93,Other
POL-102316,2025-01-30,Uganda,Motor,2101881.96,1548157.11,1153625.62,0.7452,0.9306,Pinnacle Assurance,Operational,9658013.06,0.01755,2101881.96,1548157.11,1153625.62,Other
POL-111143,2025-01-30,Kenya,Engineering,1362964.42,1280573.18,835057.44,0.6521,0.8838,Zenith Cover,Weather,8603269.37,0.02338,1362964.42,1280573.18,835057.44,Africa
POL-101392,2025-01-30,Uganda,Aviation,1251990.63,921529.31,440960.86,0.4785,0.6352,Acentria Group,Weather,8697703.34,0.02163,1251990.63,921529.31,440960.86,Other
POL-105336,2025-01-30,Zambia,Cyber,117327.6,104237.82,62550.75,0.6001,0.8302,Coastal Mutual,Nat Cat,618016.21,0.02313,117327.6,104237.82,62550.75,Other
POL-116989,2025-01-30,Nigeria,Marine,1181750.59,1037064.1,776039.2,0.7483,0.9051,Coastal Mutual,Credit,6843891.13,0.01245,1181750.59,1037064.1,776039.2,Other
POL-116487,2025-01-30,Zambia,Motor,690993.58,649415.95,433988.83,0.6683,0.8196,Acentria Group,Cyber,2114542.01,0.04407,690993.58,649415.95,433988.83,Other
POL-105163,2025-01-30,Tanzania,Marine,2726527.62,2099236.82,1224292.65,0.5832,0.8015,Pinnacle Assurance,Nat Cat,17226676.64,0.01814,2726527.62,2099236.82,1224292.65,Other
POL-114763,2025-01-31,Zambia,Cyber,2632739.83,2208444.26,1529035.54,0.6924,0.8529,Pinnacle Assurance,Nat Cat,13716685.73,0.04118,2632739.83,2208444.26,1529035.54,Other
POL-100237,2025-01-31,Rwanda,Liability,2225756.73,2006443.62,1369007.19,0.6823,0.8814,Continental Re,Credit,7868578.47,0.02576,2225756.73,2006443.62,1369007.19,Other
