policy_id,period,region,sub_region,country,line_of_business,gross_written_premium,net_earned_premium,claims_paid,loss_ratio,combined_ratio,client_name,risk_category,exposure,premium_rate,ceded_premium,commission,retention,treaty_type,currency,underwriter,claim_status,cause_of_loss,settlement_date,reserve,broker,gwp_usd,nep_usd,claims_paid_usd,continent
AFR-POL-2011-019379-070B,2011-12-05,Africa,North Africa,Morocco,Energy,849077.24,264210.97,0.0,,,Nile Re of Morocco,High,15626187.29,0.054337,574519.19,158562.28,138348.78,Excess of Loss,MAD,Jeffrey Fisher,,,,0.0,Aon,849077.24,264210.97,0.0,Africa
AFR-POL-2010-019380-F650,2010-06-23,Africa,West Africa,Ghana,Motor,124560.98,32307.3,0.0,,,Guardian Ltd of Ghana,Specialty,8282338.26,0.015039,81069.4,16094.47,84610.34,Proportional,EUR,Brandon Russell,,,,0.0,Old Mutual Intermediaries,124560.98,32307.3,0.0,Africa
AFR-POL-2016-019381-B649,2016-03-05,Africa,North Africa,Tunisia,Cyber,9939.62,3480.2,3036.47,0.8725,1.1677,Horizon Insurers of Tunisia,Specialty,167452.76,0.059358,5963.94,1132.88,1706086.38,Stop Loss,USD,Stefanie Tucker,Open,Fire,,3383.89,Willis Towers Watson,9939.62,3480.2,3036.47,Africa
AFR-POL-2022-019382-337B,2022-10-07,Africa,Central Africa,Chad,Property,10695.34,3902.51,1272.61,0.3261,0.6765,Regional Ltd  Chad,High,95232.66,0.112307,5562.35,1350.11,489.69,Facultative,XAF,Jonathan Harris,Pending,Medical Expense,,973.71,Jubilee Brokers,10695.34,3902.51,1272.61,Africa
AFR-POL-2016-019383-9888,2016-02-07,Africa,Southern Africa,South Africa,Catastrophe,463716.95,121568.24,0.0,,,Guardian Insurers  South Africa,High,5616567.47,0.082562,277385.15,36380.37,60018.83,Proportional,USD,Evan Peterson,,,,0.0,Willis Towers Watson,463716.95,121568.24,0.0,Africa
AFR-POL-2008-019384-5C67,2008-09-25,Africa,East Africa,Kenya,Motor,97262.71,61856.66,0.0,,,Sahara Group of Kenya,Emerging,991231.93,0.098123,22327.95,2194.73,3936.69,Surplus,KES,William Wallace,,,,0.0,African Risk Capacity,97262.71,61856.66,0.0,Africa
AFR-POL-2021-019385-654E,2021-06-13,Africa,Southern Africa,South Africa,Agriculture,5210439.32,2136199.51,3084031.23,1.4437,1.6903,National Ltd of South Africa,Specialty,61990254.55,0.084053,2605495.29,766360.83,1460684.89,Quota Share,ZAR,James Jones,In Litigation,Storm,,2965378.99,African Risk Capacity,5210439.32,2136199.51,3084031.23,Africa
AFR-POL-2017-019386-8200,2017-08-10,Africa,West Africa,Nigeria,Engineering,127449.11,33709.83,12054.64,0.3576,0.7291,Pan-African Holdings of Nigeria,Low,9906595.6,0.012865,92856.55,24551.97,598483.59,Facultative,USD,Paul Rogers,Open,Medical Expense,,10995.44,Aon,127449.11,33709.83,12054.64,Africa
AFR-POL-2010-019387-4CE5,2010-11-23,Africa,West Africa,Nigeria,Property,310045.1,213129.79,167072.44,0.7839,1.1076,Savanna Company of Nigeria,Emerging,3640084.55,0.085175,44304.83,3995.29,32477.77,Proportional,USD,Melinda Little,Open,Cyber Attack,,224530.71,Willis Towers Watson,310045.1,213129.79,167072.44,Africa
AFR-POL-2009-019388-1006,2009-09-23,Africa,West Africa,Senegal,Political Risk,78454.38,30118.83,69222.11,2.2983,2.685,Regional Mutual of Senegal,Low,5988607.84,0.013101,29499.0,8653.03,2046859.92,Facultative,USD,Veronica Barnett,In Litigation,Liability Claim,,47587.19,Old Mutual Intermediaries,78454.38,30118.83,69222.11,Africa
AFR-POL-2006-019389-177F,2006-01-25,Africa,West Africa,Nigeria,Workers Compensation,150305.85,76970.96,0.0,,,Guardian Group of Nigeria,High,1274131.85,0.117967,61811.1,5487.9,19399.74,Facultative,USD,Sydney Parsons,,,,0.0,African Risk Capacity,150305.85,76970.96,0.0,Africa
AFR-POL-2007-019390-3C3D,2007-01-24,Africa,West Africa,Togo,Motor,24444.89,11848.94,0.0,,,Bailey and Sons (Togo),Low,1249571.28,0.019563,5466.51,990.67,9837.15,Quota Share,USD,Misty Stout,,,,0.0,Sanlam Brokers,24444.89,11848.94,0.0,Africa
AFR-POL-2023-019391-520B,2023-03-23,Africa,North Africa,Morocco,Motor,339768.37,75823.77,75111.03,0.9906,1.3513,Guardian Company  Morocco,High,4711311.56,0.072118,217035.39,55684.07,32457.52,Facultative,USD,David Bell,In Litigation,Theft,,63233.36,Sanlam Brokers,339768.37,75823.77,75111.03,Africa
AFR-POL-2022-019392-F599,2022-07-02,Africa,West Africa,Nigeria,Marine,106870.84,60709.56,54456.48,0.897,1.2782,Horizon Re  Nigeria,Medium,1226866.59,0.087109,13716.84,1232.93,267809.37,Excess of Loss,NGN,Craig Gonzalez,Denied,Machinery Breakdown,,0.0,Jubilee Brokers,106870.84,60709.56,54456.48,Africa
AFR-POL-2012-019393-9AD0,2012-01-04,Africa,North Africa,Morocco,Travel,109914.44,39565.24,12518.44,0.3164,0.6478,Gomez LLC (Morocco),Medium,2783924.65,0.039482,46423.58,7523.79,1544342.31,Proportional,MAD,William Wallace,Closed,Civil Unrest,2013-05-07,0.0,Gallagher,109914.44,39565.24,12518.44,Africa
AFR-POL-2006-019394-04A9,2006-08-22,Africa,West Africa,Ghana,Energy,218622.61,61558.44,0.0,,,"Orozco, Perez and Navarro (Ghana)",Catastrophic,7479227.77,0.029231,139156.99,14612.69,1004883.21,Surplus,USD,Kenneth Rogers,,,,0.0,Marsh,218622.61,61558.44,0.0,Africa
AFR-POL-2014-019395-B749,2014-11-13,Africa,West Africa,Nigeria,Directors & Officers,288065.5,187600.55,0.0,,,"Boyd, Campbell and Bowman (Nigeria)",Low,3221730.84,0.089413,49999.1,12990.03,32182.83,Aggregate XL,NGN,Jonathan Gardner,,,,0.0,Old Mutual Intermediaries,288065.5,187600.55,0.0,Africa
AFR-POL-2012-019396-C211,2012-01-12,Africa,West Africa,Nigeria,Credit,114549.39,20370.48,0.0,,,"Campbell, Hamilton and Marshall (Nigeria)",Medium,5596744.31,0.020467,80507.81,24002.13,53771.5,Quota Share,USD,Mark Booker,,,,0.0,Aon,114549.39,20370.48,0.0,Africa
AFR-POL-2022-019397-6F73,2022-03-13,Africa,Central Africa,Equatorial Guinea,Directors & Officers,49750.76,14985.31,0.0,,,Ubuntu Assurance of Equatorial Guinea,High,956773.65,0.051998,29107.48,2569.78,9176.51,Stop Loss,EUR,Kyle Jones,,,,0.0,Jubilee Brokers,49750.76,14985.31,0.0,Africa
AFR-POL-2014-019398-14A7,2014-08-11,Africa,West Africa,Nigeria,Cyber,305007.05,161567.27,177223.14,1.0969,1.3128,Pan-African Re  Nigeria,High,4215244.03,0.072358,73009.24,8576.18,28804.17,Surplus,NGN,James Hammond,In Litigation,Crop Failure,,126656.91,Willis Towers Watson,305007.05,161567.27,177223.14,Africa
AFR-POL-2012-019399-6D6B,2012-06-24,Africa,West Africa,Ghana,Workers Compensation,96853.41,64868.96,63539.15,0.9795,1.2704,Warner-Mitchell (Ghana),Low,967996.96,0.100055,8041.47,1763.77,11314.81,Quota Share,EUR,Kenneth Rogers,Settled,Liability Claim,2015-05-29,0.0,Aon,96853.41,64868.96,63539.15,Africa
AFR-POL-2014-019400-941E,2014-02-20,Africa,East Africa,Ethiopia,Microinsurance,1090.33,301.93,299.3,0.9913,1.251,National Insurers of Ethiopia,Low,29636.07,0.036791,610.11,152.52,77.01,Surplus,USD,David Bell,Closed,Mortality,2015-06-26,0.0,Aon,1090.33,301.93,299.3,Africa
AFR-POL-2014-019401-4B66,2014-10-24,Africa,West Africa,Nigeria,Aviation,232425.5,158360.47,54349.31,0.3432,0.6722,"Hampton, Wells and Fowler (Nigeria)",Medium,2799874.92,0.083013,55006.95,16154.67,28855.32,Aggregate XL,NGN,Sydney Parsons,Settled,Storm,2016-08-03,0.0,Independent African Agents,232425.5,158360.47,54349.31,Africa
AFR-POL-2020-019402-18F9,2020-10-10,Africa,West Africa,Ghana,Liability,158310.73,40751.97,0.0,,,Guardian Assurance  Ghana,Specialty,2408313.31,0.065735,114066.03,20532.03,7073.65,Surplus,ZAR,Jonathan Gardner,,,,0.0,Sanlam Brokers,158310.73,40751.97,0.0,Africa
AFR-POL-2005-019403-E814,2005-05-29,Africa,Central Africa,Democratic Republic of the Congo,Microinsurance,17433.79,6408.26,0.0,,,Regional Mutual of Democratic Republic of the Congo,Low,230110.39,0.075763,9751.53,1416.68,1662.51,Excess of Loss,USD,Craig Gonzalez,,,,0.0,Sanlam Brokers,17433.79,6408.26,0.0,Africa
AFR-POL-2019-019404-F7B2,2019-12-03,Africa,East Africa,Tanzania,Motor,334936.03,206325.41,0.0,,,Guardian Underwriters of Tanzania,High,4544526.06,0.073701,26988.13,6225.03,19787.93,Proportional,EUR,Kenneth Rogers,,,,0.0,Old Mutual Intermediaries,334936.03,206325.41,0.0,Africa
AFR-POL-2023-019405-AD61,2023-08-07,Africa,North Africa,Egypt,Workers Compensation,20906.98,15212.88,0.0,,,Guardian Insurance  Egypt,Catastrophic,545985.87,0.038292,4061.74,1078.13,4219.28,Excess of Loss,USD,Rick Johnson,,,,0.0,Local Broker Network,20906.98,15212.88,0.0,Africa
AFR-POL-2012-019406-08FE,2012-06-10,Africa,Southern Africa,South Africa,Life,40339.7,6882.54,5889.39,0.8557,1.1254,Savanna Ltd of South Africa,Specialty,342366.92,0.117826,29661.01,6615.56,147513.05,Surplus,USD,Jerome Whitehead,In Litigation,Motor Accident,,7660.1,Independent African Agents,40339.7,6882.54,5889.39,Africa
AFR-POL-2012-019407-E3FE,2012-03-30,Africa,Southern Africa,Madagascar,Credit,126008.18,82902.75,222569.01,2.6847,2.9839,"Hall, Mills and Morgan (Madagascar)",Medium,3810220.18,0.033071,25225.52,2118.4,346992.91,Facultative,USD,Jerome Whitehead,In Litigation,Cyber Attack,,249912.98,Local Broker Network,126008.18,82902.75,222569.01,Africa
AFR-POL-2016-019408-73FF,2016-11-23,Africa,East Africa,Rwanda,Health,26335.15,17250.54,9555.07,0.5539,0.8538,Preston PLC (Rwanda),Low,235919.12,0.111628,9047.45,1392.06,2005.03,Aggregate XL,USD,Stephanie Lee DDS,Denied,Accident,,0.0,Marsh,26335.15,17250.54,9555.07,Africa
AFR-POL-2022-019409-0F4F,2022-09-18,Africa,Southern Africa,South Africa,Cyber,417635.03,206770.9,207246.47,1.0023,1.3362,Guardian Group of South Africa,Catastrophic,3875412.98,0.107765,83894.42,6889.8,37866.58,Proportional,ZAR,Wendy Maynard,Open,Machinery Breakdown,,187520.56,Sanlam Brokers,417635.03,206770.9,207246.47,Africa
AFR-POL-2009-019410-9C1B,2009-07-07,Africa,East Africa,Kenya,Cyber,9982.64,4416.27,0.0,,,Ubuntu Group  Kenya,Emerging,187954.09,0.053112,4367.55,803.54,1127.28,Excess of Loss,USD,Misty Stout,,,,0.0,Lockton,9982.64,4416.27,0.0,Africa
AFR-POL-2019-019411-D393,2019-04-24,Africa,Central Africa,Angola,Terrorism,11633.63,2356.73,731.06,0.3102,0.6211,National Ltd of Angola,Emerging,349182.04,0.033317,8689.97,883.78,1863.22,Quota Share,USD,Jeffrey Fisher,In Litigation,Fire,,486.01,Willis Towers Watson,11633.63,2356.73,731.06,Africa
AFR-POL-2006-019412-EFAD,2006-12-19,Africa,West Africa,Nigeria,Political Risk,7155204.55,3517999.53,3304456.96,0.9393,1.2894,"Torres, Arnold and Gilmore (Nigeria)",Catastrophic,110576345.57,0.064708,2037216.12,422639.92,448966.08,Stop Loss,USD,Jeffrey Smith,Settled,Political Violence,2008-06-21,0.0,Aon,7155204.55,3517999.53,3304456.96,Africa
AFR-POL-2017-019413-21D9,2017-06-10,Africa,West Africa,Cameroon,Catastrophe,248114.96,130890.45,300328.14,2.2945,2.6151,Nile PLC of Cameroon,Catastrophic,3226455.32,0.0769,62590.66,18006.6,11084.35,Aggregate XL,USD,Melinda Little,In Litigation,Flood,,221058.99,Howden,248114.96,130890.45,300328.14,Africa
AFR-POL-2022-019414-AF21,2022-12-20,Africa,Southern Africa,Madagascar,Travel,44608.36,31611.52,0.0,,,Continental Company of Madagascar,Low,528230.31,0.084449,11949.71,3022.8,1813.61,Quota Share,EUR,Jeffrey Fisher,,,,0.0,Gallagher,44608.36,31611.52,0.0,Africa
AFR-POL-2020-019415-8A7E,2020-02-02,Africa,Southern Africa,Malawi,Life,41491.39,33477.58,0.0,,,Premier Group  Malawi,Emerging,441638.48,0.093949,2198.98,230.89,1007.8,Excess of Loss,USD,Mary Jackson,,,,0.0,Jubilee Brokers,41491.39,33477.58,0.0,Africa
AFR-POL-2018-019416-3F73,2018-06-25,Africa,Southern Africa,Zambia,Life,75584.02,35600.47,66768.68,1.8755,2.1118,Pan-African Assurance of Zambia,Low,2203328.13,0.034304,18082.95,2610.26,1895922.31,Surplus,EUR,Charles Tyler,Pending,Medical Expense,,94608.36,African Risk Capacity,75584.02,35600.47,66768.68,Africa
AFR-POL-2022-019417-BF5C,2022-10-10,Africa,Central Africa,Democratic Republic of the Congo,Liability,5848.41,3124.92,0.0,,,Sahara Re  Democratic Republic of the Congo,Medium,145657.88,0.040152,2516.77,302.11,679.43,Quota Share,ZAR,James Jones,,,,0.0,Lockton,5848.41,3124.92,0.0,Africa
AFR-POL-2005-019418-E1E3,2005-09-29,Africa,North Africa,Algeria,Liability,7843.88,4908.31,3933.03,0.8013,1.0245,National Group of Algeria,Specialty,109392.92,0.071704,655.27,99.86,525.05,Proportional,USD,Kelsey Pacheco,Denied,Fire,,0.0,African Risk Capacity,7843.88,4908.31,3933.03,Africa
AFR-POL-2010-019419-BEA8,2010-01-16,Africa,Southern Africa,South Africa,Professional Indemnity,624697.81,375134.03,0.0,,,Mckinney LLC (South Africa),Specialty,53591028.08,0.011657,191282.58,52178.06,2246722.07,Excess of Loss,EUR,Lori Pham,,,,0.0,Howden,624697.81,375134.03,0.0,Africa
AFR-POL-2016-019420-7F5C,2016-08-17,Africa,West Africa,Nigeria,Cyber,73082.57,17686.27,17643.82,0.9976,1.2706,Glover Ltd (Nigeria),Low,1710674.61,0.042721,52791.4,8584.63,19474.24,Stop Loss,USD,Cameron Proctor,Settled,Medical Expense,2018-11-18,0.0,Regional Partners,73082.57,17686.27,17643.82,Africa
AFR-POL-2025-019421-F9AE,2025-01-20,Africa,East Africa,Kenya,Political Risk,42568.1,21236.98,0.0,,,Savanna Group  Kenya,Specialty,11739131.49,0.003626,17077.24,4234.38,101910.84,Facultative,USD,Paula Scott,,,,0.0,Aon,42568.1,21236.98,0.0,Africa
AFR-POL-2006-019422-194C,2006-08-06,Africa,North Africa,Egypt,Life,160014.03,76600.74,0.0,,,Bryant PLC (Egypt),High,1548917.54,0.103307,61005.74,14226.0,7707.78,Proportional,EGP,Brandon Fuller,,,,0.0,Local Broker Network,160014.03,76600.74,0.0,Africa
AFR-POL-2005-019423-8490,2005-11-06,Africa,Southern Africa,Zambia,Directors & Officers,14191.53,3375.72,0.0,,,Guardian Company  Zambia,Specialty,289243.52,0.049064,8825.29,1947.68,2929.51,Facultative,EUR,Cameron Proctor,,,,0.0,Old Mutual Intermediaries,14191.53,3375.72,0.0,Africa
AFR-POL-2016-019424-70FE,2016-08-24,Africa,North Africa,Morocco,Liability,108011.93,58289.54,56062.88,0.9618,1.2626,Premier Underwriters of Morocco,Emerging,1424773.61,0.07581,16490.8,3592.64,11840.77,Quota Share,MAD,Amanda Taylor,Pending,Political Violence,,26152.72,Jubilee Brokers,108011.93,58289.54,56062.88,Africa
AFR-POL-2018-019425-F5A6,2018-07-31,Africa,East Africa,Ethiopia,Motor,5471.61,3144.89,0.0,,,National PLC  Ethiopia,Medium,229256.05,0.023867,419.22,104.0,2120.93,Excess of Loss,ZAR,Harold Perez,,,,0.0,Gallagher,5471.61,3144.89,0.0,Africa
AFR-POL-2025-019426-5FA8,2025-02-12,Africa,North Africa,Morocco,Terrorism,133731.1,41712.92,38263.26,0.9173,1.2436,Continental PLC  Morocco,High,1667957.02,0.080177,73200.97,11124.24,10769.28,Stop Loss,EUR,Rick Johnson,In Litigation,Theft,,49355.87,Regional Partners,133731.1,41712.92,38263.26,Africa
AFR-POL-2008-019427-8B33,2008-02-18,Africa,West Africa,Nigeria,Terrorism,48735.63,13201.92,5814.13,0.4404,0.811,Richardson Inc (Nigeria),Catastrophic,439780.53,0.110818,29646.07,3401.34,3742.97,Excess of Loss,NGN,George Cook,Open,Liability Claim,,2964.87,Marsh,48735.63,13201.92,5814.13,Africa
AFR-POL-2019-019428-73C5,2019-10-16,Africa,Central Africa,Democratic Republic of the Congo,Agriculture,75410.69,57375.91,0.0,,,Savanna Underwriters  Democratic Republic of the Congo,Catastrophic,677378.06,0.111327,8010.88,650.42,2593.6,Proportional,USD,William Wallace,,,,0.0,Sanlam Brokers,75410.69,57375.91,0.0,Africa
AFR-POL-2005-019429-8062,2005-12-30,Africa,East Africa,Kenya,Cyber,275801.48,199657.47,214392.19,1.0738,1.3549,African Re  Kenya,Medium,3295384.61,0.083693,66858.56,13866.56,40673.3,Surplus,KES,William Wallace,Closed,Machinery Breakdown,2007-06-15,0.0,Regional Partners,275801.48,199657.47,214392.19,Africa
AFR-POL-2014-019430-062E,2014-07-08,Africa,North Africa,Egypt,Workers Compensation,185342.26,70127.57,0.0,,,African Group  Egypt,High,2927341.03,0.063314,98163.08,27805.13,1546676.98,Excess of Loss,EGP,Jennifer Robbins,,,,0.0,Willis Towers Watson,185342.26,70127.57,0.0,Africa
AFR-POL-2012-019431-407F,2012-04-11,Africa,East Africa,Kenya,Agriculture,314708.59,201006.5,260202.91,1.2945,1.5992,Ubuntu PLC of Kenya,Low,7468447.71,0.042138,61155.13,8835.08,43441.46,Facultative,USD,Shelby Robertson,In Litigation,Machinery Breakdown,,204243.3,African Risk Capacity,314708.59,201006.5,260202.91,Africa
AFR-POL-2016-019432-F361,2016-03-02,Africa,North Africa,Morocco,Motor,70792.89,33409.38,0.0,,,Continental Mutual of Morocco,High,6399161.62,0.011063,14317.86,1633.42,1017391.51,Aggregate XL,MAD,Jonathan Gardner,,,,0.0,Howden,70792.89,33409.38,0.0,Africa
AFR-POL-2017-019433-0ADF,2017-07-21,Africa,East Africa,Uganda,Aviation,153438.84,45945.42,33305.83,0.7249,0.9857,"Hutchinson, Raymond and White (Uganda)",High,2762204.7,0.055549,75296.73,14297.93,14491.94,Surplus,USD,Steven Johnson,Settled,Flood,2019-07-06,0.0,Old Mutual Intermediaries,153438.84,45945.42,33305.83,Africa
AFR-POL-2012-019434-BAFC,2012-03-20,Africa,Southern Africa,South Africa,Directors & Officers,3312639.34,535815.8,746123.5,1.3925,1.7387,National Mutual  South Africa,High,111545277.66,0.029698,2446583.29,375561.56,752257.88,Aggregate XL,EUR,Robert Clark,In Litigation,Business Interruption,,599029.37,Local Broker Network,3312639.34,535815.8,746123.5,Africa
AFR-POL-2022-019435-687E,2022-06-25,Africa,North Africa,Tunisia,Life,16916.52,4134.49,0.0,,,Guardian Holdings  Tunisia,Emerging,155403.09,0.108856,12058.09,3158.13,1477568.68,Surplus,USD,Laura Tucker,,,,0.0,Howden,16916.52,4134.49,0.0,Africa
AFR-POL-2020-019436-41FA,2020-11-07,Africa,Southern Africa,South Africa,Health,567434.42,131657.54,114107.59,0.8667,1.1063,Savanna Holdings  South Africa,Emerging,16297079.63,0.034818,335932.21,32470.29,345106.2,Surplus,USD,Cameron Proctor,Pending,Business Interruption,,131623.9,Howden,567434.42,131657.54,114107.59,Africa
AFR-POL-2015-019437-D8EE,2015-12-09,Africa,North Africa,Sudan,Engineering,28770.91,9873.85,3904.12,0.3954,0.7689,Regional Re of Sudan,Specialty,350348.81,0.082121,15345.41,2226.37,152316.46,Stop Loss,ZAR,Robert Clark,Pending,Cyber Attack,,1574.52,Marsh,28770.91,9873.85,3904.12,Africa
AFR-POL-2010-019438-F6E7,2010-10-07,Africa,Southern Africa,Zambia,Directors & Officers,515338.1,120852.8,121118.68,1.0022,1.3093,"Heath, Trujillo and Cross (Zambia)",High,5343556.59,0.096441,301263.5,57449.77,18097.78,Stop Loss,ZAR,Kenneth Rogers,Denied,Natural Catastrophe,,0.0,Gallagher,515338.1,120852.8,121118.68,Africa
AFR-POL-2006-019439-0253,2006-09-11,Africa,East Africa,Kenya,Microinsurance,6821.3,1985.89,0.0,,,Moore and Sons (Kenya),Medium,202639.22,0.033662,4507.82,678.64,2048523.08,Excess of Loss,USD,Jerome Whitehead,,,,0.0,Aon,6821.3,1985.89,0.0,Africa
AFR-POL-2009-019440-977C,2009-09-09,Africa,North Africa,Tunisia,Health,25638.57,9743.5,0.0,,,Ubuntu Ltd  Tunisia,Specialty,418167.87,0.061312,12204.2,2821.75,3706.5,Proportional,MAD,Melinda Little,,,,0.0,Lockton,25638.57,9743.5,0.0,Africa
AFR-POL-2024-019441-2B33,2024-07-04,Africa,East Africa,Kenya,Life,103087.17,24533.49,22131.66,0.9021,1.2653,Ubuntu Holdings of Kenya,Emerging,1037524.55,0.099359,77018.7,10714.24,6156.01,Proportional,KES,Catherine Wilkins,Open,Theft,,8184.42,Marsh,103087.17,24533.49,22131.66,Africa
AFR-POL-2006-019442-F56D,2006-09-08,Africa,Southern Africa,South Africa,Professional Indemnity,2144806.48,1700240.3,1409669.23,0.8291,1.1062,Nile Insurance  South Africa,High,25610239.23,0.083748,161261.12,32027.96,313368.5,Surplus,ZAR,Kenneth Rogers,Pending,Drought,,1115980.19,Howden,2144806.48,1700240.3,1409669.23,Africa
AFR-POL-2013-019443-FF09,2013-12-02,Africa,Southern Africa,South Africa,Casualty,196432.71,38791.56,92095.04,2.3741,2.7074,Sahara Ltd  South Africa,Medium,2276275.1,0.086296,143703.29,42897.75,15454.56,Excess of Loss,EUR,Melinda Little,Closed,Motor Accident,2015-10-17,0.0,Lockton,196432.71,38791.56,92095.04,Africa
AFR-POL-2012-019444-A5AF,2012-05-05,Africa,West Africa,Ghana,Property,91450.83,38224.12,23951.23,0.6266,0.851,Nile PLC  Ghana,Low,856132.9,0.106818,49427.57,10333.74,2434.36,Aggregate XL,ZAR,Ryan Mack,Settled,Civil Unrest,2012-08-02,0.0,Independent African Agents,91450.83,38224.12,23951.23,Africa
AFR-POL-2019-019445-2FA9,2019-03-26,Africa,East Africa,Tanzania,Directors & Officers,13496.66,4711.28,0.0,,,Vega Inc (Tanzania),High,303788.88,0.044428,6023.0,1287.23,1795333.06,Excess of Loss,USD,Steven Peterson,,,,0.0,Old Mutual Intermediaries,13496.66,4711.28,0.0,Africa
AFR-POL-2016-019446-3772,2016-12-27,Africa,Southern Africa,Madagascar,Motor,34972.84,13867.35,10672.31,0.7696,1.0471,"Alexander, Johnson and Cook (Madagascar)",Specialty,1451800.9,0.024089,17478.51,3602.19,16269.43,Facultative,ZAR,David Bell,Open,Crop Failure,,3481.08,Marsh,34972.84,13867.35,10672.31,Africa
AFR-POL-2005-019447-473B,2005-05-29,Africa,East Africa,Kenya,Travel,1398651.64,478185.11,0.0,,,"Arnold, Brown and Thomas (Kenya)",High,13172810.67,0.106177,667873.8,74888.41,1224698.25,Surplus,KES,Amanda Taylor,,,,0.0,Sanlam Brokers,1398651.64,478185.11,0.0,Africa
AFR-POL-2022-019448-1AD2,2022-01-28,Africa,West Africa,Ghana,Health,436651.2,292397.41,0.0,,,Premier Group  Ghana,Catastrophic,5334535.21,0.081854,37895.93,9633.28,30800.98,Facultative,EUR,Wendy Maynard,,,,0.0,Gallagher,436651.2,292397.41,0.0,Africa
AFR-POL-2021-019449-0452,2021-10-09,Africa,Southern Africa,Malawi,Microinsurance,1441.48,1105.36,0.0,,,"Flowers, Malone and Pope (Malawi)",Low,203385.87,0.007087,93.38,23.5,756.94,Aggregate XL,EUR,Shelby Robertson,,,,0.0,Independent African Agents,1441.48,1105.36,0.0,Africa
AFR-POL-2021-019450-A180,2021-07-01,Africa,East Africa,Ethiopia,Life,24400.31,5221.15,0.0,,,Continental Re  Ethiopia,Low,475589.06,0.051305,16791.87,2316.81,2897.68,Stop Loss,ZAR,Harold Perez,,,,0.0,Marsh,24400.31,5221.15,0.0,Africa
AFR-POL-2024-019451-0EA8,2024-10-29,Africa,West Africa,Nigeria,Property,188990.0,141938.56,0.0,,,Pan-African Mutual  Nigeria,Specialty,1674369.45,0.112872,36995.46,10269.36,4245.99,Facultative,NGN,Mark Booker,,,,0.0,Sanlam Brokers,188990.0,141938.56,0.0,Africa
AFR-POL-2005-019452-03DB,2005-08-03,Africa,Southern Africa,Lesotho,Workers Compensation,61986.29,20213.92,0.0,,,Sahara Insurance of Lesotho,Specialty,3228243.95,0.019201,29137.87,4127.73,33066.46,Stop Loss,EUR,William Baker,,,,0.0,Willis Towers Watson,61986.29,20213.92,0.0,Africa
AFR-POL-2016-019453-487F,2016-09-03,Africa,West Africa,Liberia,Casualty,37651.4,16071.79,7733.75,0.4812,0.7851,Horizon Re of Liberia,Low,431214.16,0.087315,17631.43,2099.09,1099883.95,Stop Loss,USD,Jeffrey Smith,Pending,Fire,,11449.6,Independent African Agents,37651.4,16071.79,7733.75,Africa
AFR-POL-2014-019454-3D89,2014-04-02,Africa,North Africa,Egypt,Directors & Officers,531043.03,385807.67,322728.12,0.8365,1.0798,Smith and Sons (Egypt),Medium,4568233.41,0.116247,115038.78,19278.3,1025546.88,Aggregate XL,EGP,George Cook,Closed,Machinery Breakdown,2014-11-28,0.0,Willis Towers Watson,531043.03,385807.67,322728.12,Africa
AFR-POL-2021-019455-E253,2021-06-04,Africa,Southern Africa,South Africa,Life,455750.9,164559.42,230695.85,1.4019,1.7802,Barnes-Pruitt (South Africa),Catastrophic,15596365.91,0.029222,254508.16,53647.95,130900.49,Facultative,EUR,William Baker,Pending,Accident,,135884.94,Jubilee Brokers,455750.9,164559.42,230695.85,Africa
AFR-POL-2014-019456-3D8B,2014-07-02,Africa,Southern Africa,South Africa,Life,25137.71,6272.83,0.0,,,Pan-African Group  South Africa,Medium,1266349.76,0.019851,15040.21,3459.54,7566.62,Facultative,USD,Shelby Robertson,,,,0.0,Sanlam Brokers,25137.71,6272.83,0.0,Africa
AFR-POL-2010-019457-3C9B,2010-08-13,Africa,Southern Africa,South Africa,Life,68696.11,34369.77,32500.05,0.9456,1.179,Hughes-Ware (South Africa),Medium,2485090.81,0.027643,14937.62,2007.73,25360.59,Excess of Loss,ZAR,Shawn Brown,In Litigation,Business Interruption,,36970.22,Howden,68696.11,34369.77,32500.05,Africa
AFR-POL-2013-019458-93F2,2013-04-19,Africa,Central Africa,Angola,Travel,12224.68,5557.08,3773.81,0.6791,0.923,George LLC (Angola),Low,282340.27,0.043298,4194.99,610.84,1264044.97,Aggregate XL,USD,Stefanie Tucker,Denied,Industrial Accident,,0.0,Local Broker Network,12224.68,5557.08,3773.81,Africa
AFR-POL-2011-019459-6C2D,2011-09-23,Africa,East Africa,Kenya,Agriculture,230308.6,48439.9,121695.56,2.5123,2.778,Pan-African Company  Kenya,Emerging,2867100.45,0.080328,162810.01,19228.28,33098.24,Excess of Loss,KES,Kenneth Rogers,Settled,Storm,2012-04-10,0.0,Willis Towers Watson,230308.6,48439.9,121695.56,Africa
AFR-POL-2016-019460-4495,2016-11-28,Africa,West Africa,Sierra Leone,Cyber,15203.57,2843.84,0.0,,,"Richardson, Joseph and Everett (Sierra Leone)",Specialty,150054.89,0.10132,10786.64,954.97,10766.85,Surplus,USD,Misty Stout,,,,0.0,Gallagher,15203.57,2843.84,0.0,Africa
